"y","title","director","dist","date","country","genre","grade","type2","type3","time","main1","main2","main3","b_screen","b_play","b_count","month","first_count","actor","main1_to_m","main1_to_s","main2_to_m","main2_to_s","main3_to_m","main3_to_s","dist_factor2","dist_factor1","dir_to_m","dir_to_s"
1251737,"오션스8","게리 로스","워너브러더스 코리아(주)",2018-06-13,"미국","액션","12세이상관람가","상업영화","일반영화","110분 2초","산드라 블록","케이트 블란쳇","앤 해서웨이",9,18,4731,6,195523,"산드라 블록,케이트 블란쳇,앤 해서웨이",2368253.66666667,1.52616826093175,1286345.6,0.537083861473436,2949516.7,2.05756109916349,1,0,929134,0.187987726727972
1231024,"메리다와 마법의 숲","마크 앤드류스,브렌다 채프먼","한국소니픽쳐스릴리징브에나비스타영화㈜",2012-09-27,"미국","애니메이션","전체관람가","상업영화","일반영화","102분 0초","켈리 맥도날드","빌리 코놀리","엠마 톰슨",13,38,5504,9,9784,"켈리 맥도날드,빌리 코놀리,엠마 톰슨",1231024,0.486508647923493,1231024,0.486508647923493,442283.333333333,-0.234561018394749,1,0,1231024,0.425786261561265
1219637,"토탈 리콜","렌 와이즈먼","한국소니픽쳐스릴리징브에나비스타영화㈜",2012-08-15,"미국","SF","15세이상관람가","상업영화","일반영화","118분 0초","콜린 파렐","케이트 베킨세일","제시카 비엘",14,49,7450,8,250229,"콜린 파렐,케이트 베킨세일,제시카 비엘",1001792,0.276943896497638,380240.75,-0.291280580035653,614982.5,-0.0766787945605881,1,0,1219637,0.416816729890303
1207732,"엘리시움","닐 블롬캠프","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2013-08-29,"미국","SF","청소년관람불가","상업영화","일반영화","109분 24초","맷 데이먼","조디 포스터","샬토 코플리",9,13,2546,8,132038,"맷 데이먼,조디 포스터,샬토 코플리",863874.166666667,0.150858897633201,1207732,0.465215014442081,609254,-0.0819158106776355,1,0,890694.5,0.157708960357027
1169839,"웜 바디스","조나단 레빈","씨제이이앤엠(주)",2013-03-14,"미국","멜로/로맨스","15세이상관람가","상업영화","일반영화","97분 0초","니콜라스 홀트","테레사 팔머","존 말코비치",9,10,3332,3,77239,"니콜라스 홀트,테레사 팔머,존 말코비치",1220681.2,0.477053221495039,858439,0.145890047946168,3405130.75,2.47408516707014,0,1,653522,-0.0291116464956322
1163120,"워크래프트: 전쟁의 서막","던칸 존스","유니버설픽쳐스인터내셔널 코리아(유)",2016-06-09,"미국","액션","12세이상관람가","상업영화","일반영화","122분 57초","트래비스 핌멜","벤 포스터","폴라 패튼",3,6,2181,6,114226,"트래비스 핌멜,벤 포스터,폴라 패튼",1163120,0.42443055725194,537270,-0.147723852603016,591290,-0.0983385666393427,0,0,1220210.5,0.417268475425852
1157472,"스타트렉 비욘드","저스틴 린","롯데쇼핑㈜롯데엔터테인먼트",2016-08-17,"미국","액션","12세이상관람가","상업영화","일반영화","122분 14초","크리스 파인","사이먼 페그","조 샐다나",10,27,7950,8,83066,"크리스 파인,사이먼 페그,조 샐다나",1040646.71428571,0.31246502156311,1940232.4,1.13486961870911,1240682.16666667,0.495338179998986,0,1,1473964.5,0.617150317845567
1149628,"잃어버린 세계를 찾아서 2: 신비의 섬","브래드 페이튼","워너브러더스 코리아(주)",2012-01-19,"미국","액션","전체관람가","상업영화","일반영화","94분 0초","드웨인 존슨","마이클 케인","조쉬 허처슨",1,1,2,1,46776,"드웨인 존슨,마이클 케인,조쉬 허처슨",1722081.81818182,0.935435541214985,3963012.66666667,2.98410290103062,919447.833333333,0.201664551472209,1,0,1066810.5,0.296435406283359
1125739,"헝거게임: 캣칭 파이어","프란시스 로렌스","롯데쇼핑㈜롯데엔터테인먼트",2013-11-21,"미국","판타지","15세이상관람가","상업영화","일반영화","146분 2초","제니퍼 로렌스","조쉬 허처슨","리암 헴스워스",10,13,2845,11,74320,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스",575866,-0.112439245104794,919447.833333333,0.201664551472209,978837.2,0.25595853251691,0,1,590146,-0.0790328758957277
1111158,"라이트 아웃","데이비드 F. 샌드버그","워너브러더스 코리아(주)",2016-08-24,"미국","공포(호러)","15세이상관람가","상업영화","일반영화","80분 49초","테레사 팔머","알리시아 벨라 베일리","가브리엘 베이트먼",222,561,12545,8,57997,"테레사 팔머,알리시아 벨라 베일리,가브리엘 베이트먼",858439,0.145890047946168,1522675,0.753137082514222,1111158,0.376926702582478,1,0,1522675,0.655519543493973
1101678,"박물관이 살아있다 : 비밀의 무덤","숀 레비","이십세기폭스코리아(주)",2015-01-14,"미국","어드벤처","전체관람가","상업영화","일반영화","97분 40초","벤 스틸러","로빈 윌리엄스","댄 스티븐스",8,20,4295,1,51438,"벤 스틸러,로빈 윌리엄스,댄 스티븐스",558664.857142857,-0.12816459421442,305640.25,-0.359480636043298,3119835.5,2.21326718289154,1,0,2340672,1.29985518925246
1077238,"퍼시픽 림: 업라이징","스티븐 S. 드나이트","유니버설픽쳐스인터내셔널 코리아(유)",2018-03-21,"미국","액션","15세이상관람가","상업영화","일반영화","110분 44초","존 보예가","스콧 이스트우드","케일리 스패니",1,1,200,3,114862,"존 보예가,스콧 이스트우드,케일리 스패니",549986.5,-0.136098380760049,1077238,0.345916911766339,1077238,0.345916911766339,0,0,1077238,0.304649140497723
1075584,"가디언즈","피터 램지","씨제이이앤엠(주)",2012-11-29,"미국","애니메이션","전체관람가","상업영화","일반영화","97분 0초","크리스 파인","알렉 볼드윈","휴 잭맨",197,848,65019,11,19554,"크리스 파인,알렉 볼드윈,휴 잭맨",1040646.71428571,0.31246502156311,594907.285714286,-0.0950316305154569,1871756.72727273,1.07226890269298,0,1,1075584,0.303346285893018
1075333,"더 울버린","제임스 맨골드","이십세기폭스코리아(주)",2013-07-25,"미국","액션","15세이상관람가","상업영화","일반영화","128분 44초","휴 잭맨","사나다 히로유키","윌 윤 리",596,1660,57625,7,138359,"휴 잭맨,사나다 히로유키,윌 윤 리",1871756.72727273,1.07226890269298,1075333,0.344175353644148,1075333,0.344175353644148,1,0,1572708.5,0.694930895286286
1028384,"지오스톰","딘 데블린,대니 캐넌","워너브러더스 코리아(주)",2017-10-19,"미국","액션","12세이상관람가","상업영화","일반영화","108분 58초","캐서린 윈닉","제라드 버틀러","짐 스터게스",6,7,1456,10,87805,"캐서린 윈닉,제라드 버틀러,짐 스터게스",1028384,0.301254402316705,740596.875,0.0381583366967805,445704.666666667,-0.231433222670133,1,0,1028384,0.26616688000302
1027438,"개구쟁이 스머프","라자 고스넬","한국소니픽쳐스릴리징브에나비스타영화㈜",2011-08-11,"미국","애니메이션","전체관람가","상업영화","일반영화","101분 0초","닐 패트릭 해리스","행크 아자리아",NA,9,14,2396,8,48777,"닐 패트릭 해리스,행크 아자리아,NA",919112.6,0.201358079905544,1027438,0.30038956557991,834974.177786838,0.124438419751354,1,0,948621.5,0.203338016394949
1019309,"로그 원: 스타워즈 스토리","가렛 에드워즈","월트디즈니컴퍼니코리아 유한책임회사",2016-12-28,"미국","액션","12세이상관람가","상업영화","일반영화","133분 46초","펠리시티 존스","디에고 루나","매즈 미켈슨",34,36,2331,12,145102,"펠리시티 존스,디에고 루나,매즈 미켈슨",499311.25,-0.182425883768761,1019309,0.292958003388153,1019309,0.292958003388153,1,0,864521.5,0.137092507171457
1015711,"본 레거시","토니 길로이","유니버설픽쳐스인터내셔널 코리아(유)",2012-09-06,"미국","액션","15세이상관람가","상업영화","일반영화","135분 0초","제레미 레너","레이첼 와이즈","에드워드 노튼",3,3,700,9,95550,"제레미 레너,레이첼 와이즈,에드워드 노튼",1972673.25,1.16452716506517,482817,-0.197504988785538,317755.5,-0.348404829198215,0,0,1015711,0.256184367061411
1006075,"라푼젤","네이슨 그레노,바이론 하워드","한국소니픽쳐스릴리징브에나비스타영화㈜",2011-02-10,"미국","애니메이션","전체관람가","상업영화","일반영화","100분 0초","재커리 레비","맨디 무어","네이슨 그레노",20,318,21938,2,22031,"재커리 레비,맨디 무어,네이슨 그레노",535767.5,-0.149097443720387,1006075,0.280859431110418,1006075,0.280859431110418,1,0,1006075,0.248594096825055
999047,"맨 인 더 다크","페드 알바레즈","유니버설픽쳐스인터내셔널 코리아(유)",2016-10-05,"미국","스릴러","청소년관람불가","상업영화","일반영화","88분 23초","제인 레비","딜런 미네트","스티븐 랭",304,1407,43283,10,61267,"제인 레비,딜런 미네트,스티븐 랭",999047,0.274434407234952,648201.5,-0.0463098605652669,516258,-0.16693310156023,0,0,999047,0.243058146303976
979739,"파퍼씨네 펭귄들","마크 워터스","이십세기폭스코리아(주)",2011-09-07,"미국","코미디","전체관람가","상업영화","일반영화","95분 0초","안젤라 랜스베리","짐 캐리","칼라 구기노",1,2,648,9,10258,"안젤라 랜스베리,짐 캐리,칼라 구기노",979739,0.256782961448454,395097.333333333,-0.27769863600826,503793,-0.178328651162917,1,0,979739,0.22784924865728
979509,"로보캅","호세 파딜라","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2014-02-13,"미국","액션","12세이상관람가","상업영화","일반영화","117분 19초","조엘 키나만","사무엘 L. 잭슨","게리 올드만",4,7,1930,2,92373,"조엘 키나만,사무엘 L. 잭슨,게리 올드만",979509,0.256572694588557,1666319.71428571,0.884457617356319,1915121.66666667,1.1119132924147,1,0,979509,0.227668077823494
973703,"에픽 : 숲속의 전설","크리스 웻지","이십세기폭스코리아(주)",2013-08-07,"미국","애니메이션","전체관람가","상업영화","일반영화","102분 23초","아만다 사이프리드","조쉬 허처슨","콜린 파렐",6,40,9196,8,53747,"아만다 사이프리드,조쉬 허처슨,콜린 파렐",222016.777777778,-0.435929526990535,919447.833333333,0.201664551472209,1001792,0.276943896497638,1,0,973703,0.223094695819313
970275,"프로메테우스","리들리 스콧","이십세기폭스코리아(주)",2012-06-06,"미국","SF","청소년관람불가","상업영화","일반영화","123분 0초","누미 라파스","마이클 패스벤더","샤를리즈 테론",376,998,48994,6,177078,"누미 라파스,마이클 패스벤더,샤를리즈 테론",494095.5,-0.187194141918799,1205017.09090909,0.462733034400986,1090770.55555556,0.358288424649168,1,0,1477502.33333333,0.619937066605549
959578,"스타워즈: 라스트 제다이","라이언 존슨","월트디즈니컴퍼니코리아 유한책임회사",2017-12-14,"미국","액션","12세이상관람가","상업영화","일반영화","151분 38초","마크 해밀","캐리 피셔","아담 드라이버",2,5,977,12,115246,"마크 해밀,캐리 피셔,아담 드라이버",2116728.5,1.29622301319213,2116728.5,1.29622301319213,359129.666666667,-0.310580411346642,1,0,764794,0.0585372274914832
956154,"잭 더 자이언트 킬러","브라이언 싱어","워너브러더스 코리아(주)",2013-02-28,"미국","판타지","12세이상관람가","상업영화","일반영화","114분 0초","니콜라스 홀트","이완 맥그리거","엘레노어 톰린슨",1,1,303,2,113999,"니콜라스 홀트,이완 맥그리거,엘레노어 톰린슨",1220681.2,0.477053221495039,223584.4,-0.434496400894136,956154,0.235221466271608,1,0,2736281,1.61147611265789
953871,"스텝업4 : 레볼루션","스콧 스피어","롯데쇼핑㈜롯데엔터테인먼트",2012-08-15,"미국","멜로/로맨스","12세이상관람가","상업영화","일반영화","98분 0초","라이언 구즈만","캐서린 맥코믹","메간 본",168,778,43569,8,79915,"라이언 구즈만,캐서린 맥코믹,메간 본",757245.5,0.0533785719157171,953871,0.233134339136194,953871,0.233134339136194,0,1,552792,-0.10845659470113
941672,"월터의 상상은 현실이 된다","벤 스틸러","글뫼 주식회사,이십세기폭스코리아(주)",2013-12-31,"미국","어드벤처","12세이상관람가","상업영화","일반영화","114분 24초","벤 스틸러","크리스틴 위그","숀 펜",32,74,13490,12,93788,"벤 스틸러,크리스틴 위그,숀 펜",558664.857142857,-0.12816459421442,998612.8,0.274037459971616,496450,-0.185041649216069,1,0,941672,0.197863900267141
941615,"크루즈 패밀리","커크 드 미코,크리스 샌더스","씨제이이앤엠(주)",2013-05-16,"미국","애니메이션","전체관람가","상업영화","일반영화","98분 54초","니콜라스 케이지","라이언 레놀즈","엠마 스톤",267,1066,72639,5,14114,"니콜라스 케이지,라이언 레놀즈,엠마 스톤",263783.166666667,-0.397746538117011,1389128.33333333,0.63104822055886,1731805.75,0.944325196037868,0,1,941615,0.197819001408333
939658,"미 비포 유","테아 샤록","워너브러더스 코리아(주)",2016-06-01,"미국","멜로/로맨스","12세이상관람가","상업영화","일반영화","110분 11초","에밀리아 클라크","샘 클라플린","매튜 루이스",8,22,5323,6,25214,"에밀리아 클라크,샘 클라플린,매튜 루이스",1464338.33333333,0.699805483745232,939658,0.220140761398288,939658,0.220140761398288,1,0,939658,0.196277473922597
925813,"애나벨","존 R. 레오네티","워너브러더스 코리아(주)",2014-10-02,"미국","공포(호러)","15세이상관람가","상업영화","일반영화","98분 38초","애나벨 월리스","워드 호튼","알프레 우다드",175,184,5120,10,81019,"애나벨 월리스,워드 호튼,알프레 우다드",2307569,1.47069011178433,925813,0.207483610636218,925813,0.207483610636218,1,0,490461.5,-0.157554284506776
925108,"슈퍼배드 2","크리스 리노드,피에르 꼬팽","유니버설픽쳐스인터내셔널 코리아(유)",2013-09-12,"미국","애니메이션","전체관람가","상업영화","일반영화","98분 16초","알 파치노","스티브 카렐","미란다 코스그로브",297,2480,165333,9,6262,"알 파치노,스티브 카렐,미란다 코스그로브",376711.666666667,-0.294506881213112,617428.75,-0.074442423664834,925108,0.206839097000446,0,0,925108,0.184816449437439
921317,"매그니피센트 7","안톤 후쿠아","유니버설픽쳐스인터내셔널 코리아(유)",2016-09-14,"미국","액션","15세이상관람가","상업영화","일반영화","132분 40초","덴젤 워싱턴","크리스 프랫","이병헌",464,1241,35356,9,112370,"덴젤 워싱턴,크리스 프랫,이병헌",341529,-0.326671006616627,2401428,1.55649636049341,1388617,0.630580757713813,0,0,318045.75,-0.293366046182166
918678,"갓 오브 이집트","알렉스 프로야스","(주)시네마서비스,(주)나이너스엔터테인먼트",2016-03-03,"미국","어드벤처","12세이상관람가","상업영화","일반영화","126분 55초","제라드 버틀러","니콜라이 코스터 왈도","코트니 이튼",7,14,2930,3,56814,"제라드 버틀러,니콜라이 코스터 왈도,코트니 이튼",740596.875,0.0381583366967805,918678,0.200960766960712,918678,0.200960766960712,0,0,918678,0.179751543084204
918183,"주먹왕 랄프","리치 무어","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2012-12-19,"미국","애니메이션","전체관람가","상업영화","일반영화","108분 0초","존 C. 레일리","잭 맥브레이어","제인 린치",118,411,34284,12,96214,"존 C. 레일리,잭 맥브레이어,제인 린치",918183,0.200508236110064,918183,0.200508236110064,918183,0.200508236110064,1,0,918183,0.179361631941926
893027,"타이탄의 분노","조나단 리브스만","워너브러더스 코리아(주)",2012-03-29,"미국","액션","12세이상관람가","상업영화","일반영화","100분 0초","샘 워싱턴","리암 니슨","랄프 파인즈",1,1,303,3,71799,"샘 워싱턴,리암 니슨,랄프 파인즈",434531.5,-0.241647773409732,641645,-0.0523038373779441,461490.25,-0.217001983369503,1,0,646678,-0.0345026603496819
888386,"그것","안드레스 무시에티","워너브러더스 코리아(주)",2017-09-06,"미국","공포(호러)","15세이상관람가","상업영화","일반영화","134분 31초","빌 스카스가드","핀 울프하드","하비에르 보텟",4,9,1268,9,76925,"빌 스카스가드,핀 울프하드,하비에르 보텟",888386,0.173267707308517,888386,0.173267707308517,888386,0.173267707308517,1,0,888386,0.15589055657531
884885,"몬스터 호텔","젠디 타타코브스키","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2013-01-17,"미국","애니메이션","전체관람가","상업영화","일반영화","91분 0초","아담 샌들러","스티브 부세미","프란 드레셔",13,21,4402,1,53476,"아담 샌들러,스티브 부세미,프란 드레셔",780575,0.0747064880373296,1061334.75,0.331378101159124,884885,0.170067080019387,1,0,1199994.5,0.40134434683534
875481,"메가마인드","톰 맥그라스","씨제이엔터테인먼트",2011-01-13,"미국","애니메이션","전체관람가","상업영화","일반영화","95분 0초","윌 페렐","브래드 피트",NA,27,95,15213,1,38769,"윌 페렐,브래드 피트,NA",555805,-0.13077908630652,1259943.57142857,0.512947028244612,1211235.40662272,0.468417841874695,0,1,1662752,0.765858095164592
873396,"디스 민즈 워","맥지","이십세기폭스코리아(주)",2012-02-29,"미국","액션","15세이상관람가","상업영화","일반영화","97분 0초","리즈 위더스푼","크리스 파인","톰 하디",8,9,2411,2,35337,"리즈 위더스푼,크리스 파인,톰 하디",399557.428571429,-0.273621200266709,1040646.71428571,0.31246502156311,1374448,0.617627404940409,1,0,550967.5,-0.109893752032619
870065,"몬스터 대학교","댄 스캔론","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2013-09-12,"미국","애니메이션","전체관람가","상업영화","일반영화","110분 26초","빌리 크리스탈","존 굿맨","스티브 부세미",20,57,12645,9,9957,"빌리 크리스탈,존 굿맨,스티브 부세미",870065,0.1565185806121,266518.5,-0.395245886157133,1061334.75,0.331378101159124,1,0,870065,0.141459118115338
869805,"개구쟁이 스머프 2","라자 고스넬","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2013-08-01,"미국","애니메이션","전체관람가","상업영화","일반영화","104분 46초","박명수","닐 패트릭 해리스","크리스티나 리치",346,895,51983,8,92058,"박명수,닐 패트릭 해리스,크리스티나 리치",869805,0.156280887640042,919112.6,0.201358079905544,869805,0.156280887640042,1,0,948621.5,0.203338016394949
864757,"오리엔트 특급 살인","케네스 브래너","이십세기폭스코리아(주)",2017-11-29,"미국","드라마","12세이상관람가","상업영화","일반영화","113분 47초","케네스 브래너","페넬로페 크루즈","윌렘 데포",1,4,1101,11,94340,"케네스 브래너,페넬로페 크루즈,윌렘 데포",1828731,1.03293462196068,1376025,0.619069104236313,467228.6,-0.21175596234563,1,0,900815.75,0.165681461667708
858402,"레전드 오브 타잔","데이빗 예이츠","워너브러더스 코리아(주)",2016-06-29,"미국","액션","12세이상관람가","상업영화","일반영화","109분 48초","알렉산더 스카스가드","마고 로비","크리스토프 왈츠",12,13,2811,6,84540,"알렉산더 스카스가드,마고 로비,크리스토프 왈츠",296330.666666667,-0.367991491932216,714487,0.0142885913552263,281905.6,-0.381178941809639,1,0,3308564.33333333,2.06226328075282
854377,"헝거게임: 모킹제이","프란시스 로렌스","롯데쇼핑㈜롯데엔터테인먼트",2014-11-20,"미국","어드벤처","15세이상관람가","상업영화","일반영화","122분 41초","제니퍼 로렌스","조쉬 허처슨","리암 헴스워스",16,19,4619,11,88152,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스",575866,-0.112439245104794,919447.833333333,0.201664551472209,978837.2,0.25595853251691,0,1,590146,-0.0790328758957277
837426,"존 카터: 바숨 전쟁의 서막","앤드류 스탠튼","한국소니픽쳐스릴리징브에나비스타영화㈜",2012-03-08,"미국","SF","12세이상관람가","상업영화","일반영화","132분 0초","테일러 키치","린 콜린스","윌렘 데포",15,28,3581,3,41747,"테일러 키치,린 콜린스,윌렘 데포",1539556.5,0.768570212928804,837426,0.126679884785215,467228.6,-0.21175596234563,1,0,1719580,0.810621469696728
825517,"인시디어스 3","리 워넬","유니버설픽쳐스인터내셔널 코리아(유)",2015-07-09,"미국","공포(호러)","15세이상관람가","상업영화","일반영화","97분 13초","스테파니 스콧","더못 멀로니","린 샤예",1,1,173,7,38555,"스테파니 스콧,더못 멀로니,린 샤예",825517,0.115792632461235,447626.666666667,-0.229676123084384,472134,-0.207271427325892,0,0,825517,0.106368690708821
820995,"브리짓 존스의 베이비","샤론 맥과이어","유니버설픽쳐스인터내셔널 코리아(유)",2016-09-28,"미국","코미디","15세이상관람가","상업영화","일반영화","122분 32초","르네 젤위거","콜린 퍼스","패트릭 뎀시",349,1620,49757,9,41530,"르네 젤위거,콜린 퍼스,패트릭 뎀시",820995,0.111658603154909,1177849,0.437895864119007,820995,0.111658603154909,0,0,820995,0.102806714576733
809755,"하트 오브 더 씨","론 하워드","워너브러더스 코리아(주)",2015-12-03,"미국","액션","12세이상관람가","상업영화","일반영화","121분 33초","크리스 헴스워스","킬리언 머피","벤 위쇼",17,19,1701,12,44675,"크리스 헴스워스,킬리언 머피,벤 위쇼",2832515.4,1.95059807327268,713349,0.0132482275006047,809755,0.101382953132109,1,0,459098.5,-0.182258896941692
806709,"헝거게임: 더 파이널","프란시스 로렌스","롯데쇼핑㈜롯데엔터테인먼트",2015-11-18,"미국","액션","15세이상관람가","상업영화","일반영화","136분 45초","제니퍼 로렌스","조쉬 허처슨","리암 헴스워스",1,2,802,11,46781,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스",575866,-0.112439245104794,919447.833333333,0.201664551472209,978837.2,0.25595853251691,0,1,590146,-0.0790328758957277
800062,"하늘에서 음식이 내린다면 2","코디 카메론,크리스 피언","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2013-11-21,"미국","애니메이션","전체관람가","상업영화","일반영화","94분 40초","빌 헤이더","안나 패리스","닐 패트릭 해리스",1,1,58,11,11643,"빌 헤이더,안나 패리스,닐 패트릭 해리스",317906.666666667,-0.348266632066384,420141.5,-0.254803165209385,919112.6,0.201358079905544,1,0,800062,0.086317805604374
784031,"잭 리처","크리스토퍼 맥쿼리","씨제이이앤엠(주)",2013-01-17,"미국","액션","15세이상관람가","상업영화","일반영화","130분 0초","톰 크루즈","로자문드 파이크","로버트 듀발",3,9,1139,1,75139,"톰 크루즈,로자문드 파이크,로버트 듀발",2832225,1.95033258850696,784031,0.0778659761582192,784031,0.0778659761582192,0,1,3455259.5,2.17781495752403
773649,"그랜드 부다페스트 호텔","웨스 앤더슨","이십세기폭스코리아(주)",2014-03-20,"미국","미스터리","청소년관람불가","다양성영화","예술영화","99분 39초","랄프 파인즈","틸다 스윈튼","주드 로",12,19,2231,3,8041,"랄프 파인즈,틸다 스윈튼,주드 로",461490.25,-0.217001983369503,2180526,1.35454692621078,1101953.6,0.368512005690141,1,0,277415.333333333,-0.325370596028135
765259,"레지던트 이블: 파멸의 날","폴 W.S. 앤더슨","유니버설픽쳐스인터내셔널 코리아(유)",2017-01-25,"미국","액션","청소년관람불가","상업영화","일반영화","106분 26초","밀라 요보비치","알리 라터","이아인 글렌",1,1,401,1,71038,"밀라 요보비치,알리 라터,이아인 글렌",356977.5,-0.312547930159578,765259,0.0607045435756559,765259,0.0607045435756559,0,0,899188.333333333,0.164399546735459
764072,"공각기동대 : 고스트 인 더 쉘","루퍼트 샌더스","롯데쇼핑㈜롯데엔터테인먼트",2017-03-29,"미국","SF","15세이상관람가","상업영화","일반영화","106분 46초","스칼렛 요한슨","마이클 피트","마이클 윈코트",3,4,1183,3,114618,"스칼렛 요한슨,마이클 피트,마이클 윈코트",2284123.75,1.44925637657996,764072,0.0596193837378388,764072,0.0596193837378388,0,1,700351.5,0.00777591681211474
761404,"리오 2","카를로스 살다나","이십세기폭스코리아(주)",2014-05-01,"미국","애니메이션","전체관람가","상업영화","일반영화","101분 6초","제시 아이젠버그","앤 해서웨이","레슬리 만",10,23,4309,5,45775,"제시 아이젠버그,앤 해서웨이,레슬리 만",1174675.16666667,0.434994333819716,2949516.7,2.05756109916349,283133,-0.380056848140779,1,0,646795,-0.0344104995342343
744387,"안녕, 헤이즐","조쉬 분","이십세기폭스코리아(주)",2014-08-13,"미국","드라마","12세이상관람가","상업영화","일반영화","125분 46초","쉐일린 우들리","안셀 엘고트","냇 울프",23,29,4877,8,29696,"쉐일린 우들리,안셀 엘고트,냇 울프",388661,-0.283582756005005,744387,0.0416232831418576,744387,0.0416232831418576,1,0,379767,-0.244748262161233
731551,"런던 해즈 폴른","바박 나자피","메가박스중앙(주)플러스엠",2016-03-10,"미국","액션","15세이상관람가","상업영화","일반영화","97분 15초","제라드 버틀러","아론 에크하트","모건 프리먼",3,4,768,3,36440,"제라드 버틀러,아론 에크하트,모건 프리먼",740596.875,0.0381583366967805,268707,-0.393245151275024,837505.5,0.12675256398244,0,0,731551,0.0323517404151866
716386,"신데렐라","케네스 브래너","월트디즈니컴퍼니코리아(주)",2015-03-19,"미국","멜로/로맨스","전체관람가","상업영화","일반영화","113분 9초","릴리 제임스","리처드 매든","케이트 블란쳇",40,43,8162,3,34177,"릴리 제임스,리처드 매든,케이트 블란쳇",716386,0.016024664254986,406345.5,-0.26741551998826,1286345.6,0.537083861473436,1,0,900815.75,0.165681461667708
709734,"고질라","가렛 에드워즈","워너브러더스 코리아(주)",2014-05-15,"미국","액션","12세이상관람가","상업영화","일반영화","122분 56초","애런 존슨","브라이언 크랜스톤","엘리자베스 올슨",1,1,303,5,89080,"애런 존슨,브라이언 크랜스톤,엘리자베스 올슨",221556,-0.436350771757681,263929,-0.397613216738453,182174.6,-0.472353394872265,1,0,864521.5,0.137092507171457
696412,"트랜센던스","월리 피스터","롯데쇼핑㈜롯데엔터테인먼트",2014-05-14,"미국","SF","12세이상관람가","상업영화","일반영화","119분 6초","조니 뎁","레베카 홀","모건 프리먼",4,6,1436,5,47918,"조니 뎁,레베카 홀,모건 프리먼",922074,0.204065402857281,307026,-0.358213778212418,837505.5,0.12675256398244,0,1,696412,0.00467277550907138
689071,"인페르노","론 하워드","유니버설픽쳐스인터내셔널 코리아(유)",2016-10-19,"미국","미스터리","15세이상관람가","상업영화","일반영화","121분 27초","톰 행크스","펠리시티 존스","벤 포스터",19,32,5031,10,60052,"톰 행크스,펠리시티 존스,벤 포스터",335953.142857143,-0.331768476062992,499311.25,-0.182425883768761,537270,-0.147723852603016,0,0,459098.5,-0.182258896941692
681945,"픽셀","크리스 콜럼버스","유니버설픽쳐스인터내셔널 코리아(유)",2015-07-16,"미국","액션","12세이상관람가","상업영화","일반영화","105분 42초","아담 샌들러","케빈 제임스","미셸 모나한",1,2,457,7,68692,"아담 샌들러,케빈 제임스,미셸 모나한",780575,0.0747064880373296,1098524.5,0.365377109649822,340270.333333333,-0.32782168438905,0,0,681945,-0.00672286993606845
680606,"앵그리버드 더 무비","퍼갈 레일리,클레이 케이티스","유니버설픽쳐스인터내셔널 코리아(유)",2016-05-19,"미국","애니메이션","전체관람가","상업영화","일반영화","97분 5초",NA,NA,NA,7,9,1517,5,10198,"NA,NA,NA",828393.470800655,0.118422312821408,749829.114318597,-0.128199683367127,693762.114477593,-0.00465817647314276,0,0,680606,-0.00777759926841394
675966,"트롤","마이크 미첼,월트 도른","씨제이이앤엠(주)",2017-02-16,"미국","애니메이션","전체관람가","상업영화","일반영화","92분 19초","안나 켄드릭","저스틴 팀버레이크","주이 디샤넬",5,10,1978,2,29500,"안나 켄드릭,저스틴 팀버레이크,주이 디샤넬",142955.333333333,-0.508207795087349,240102.142857143,-0.419395818619527,351488,-0.31756645158308,0,1,675966,-0.0114325239152273
668576,"패신저스","모튼 틸덤","유니버설픽쳐스인터내셔널 코리아(유)",2017-01-04,"미국","어드벤처","12세이상관람가","상업영화","일반영화","116분 0초","크리스 프랫","제니퍼 로렌스","마이클 쉰",1,1,401,1,85044,"크리스 프랫,제니퍼 로렌스,마이클 쉰",2401428,1.55649636049341,575866,-0.112439245104794,232631.666666667,-0.426225355882605,0,0,668576,-0.0172536215746994
654386,"아이 엠 넘버 포","D.J. 카루소","한국소니픽쳐스릴리징브에나비스타영화㈜",2011-02-24,"미국","액션","12세이상관람가","상업영화","일반영화","103분 0초","티모시 올리펀트","알렉스 페티퍼",NA,2,3,540,2,45495,"티모시 올리펀트,알렉스 페티퍼,NA",654386,-0.0406559675433799,208947.5,-0.44787750959687,632771.251521596,-0.0604162514130379,1,0,564847.5,-0.0989604860632725
