"y","title","director","dist","date","country","genre","grade","type2","type3","time","main1","main2","main3","b_screen","b_play","b_count","month","actor","first_count","main1_to_m","main1_to_s","main2_to_m","main2_to_s","main3_to_m","main3_to_s","dist_factor1","dir_to_m","dir_to_s"
43562,"약장수","조치언","(주)대명문화공장,(주)나이너스엔터테인먼트",2015-04-23,"한국","드라마","15세이상관람가","상업영화","일반영화","104분 24초","김인권","박철민","이주실",6,14,3203,4,"김인권,박철민,이주실",4006,526925.4,-0.207921645633644,1076251.44444444,0.156861726142008,43562,-0.528902113660179,0,43562,-0.547691752733316
39916,"훈장과 악동들","김봉곤","어뮤즈",2011-10-27,"한국","다큐멘터리","전체관람가","다양성영화","예술영화","92분 0초","김봉곤","이윤경","송규호",1,1,126,10,"김봉곤,이윤경,송규호",2942,39916,-0.531323262606137,39916,-0.531323262606137,39916,-0.531323262606137,0,39916,-0.549529238302655
39577,"인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D","손석","골든타이드픽처스(주)",2012-10-18,"한국","공연","전체관람가","상업영화","일반영화","98분 0초","김성규","장동우","남우현",1,1,108,10,"김성규,장동우,남우현",5974,31751.5,-0.536744949542307,31751.5,-0.536744949542307,31751.5,-0.536744949542307,0,39577,-0.549700085150709
38653,"말하는 건축가","정재은","(주)두타연,(주)미디어데이",2012-03-08,"한국","다큐멘터리","전체관람가","다양성영화","예술,독립 영화","93분 0초","정기용","승효상","유걸",2,9,1004,3,"정기용,승효상,유걸",505,38653,-0.532161965600856,38653,-0.532161965600856,38653,-0.532161965600856,0,38653,-0.550165756205583
38432,"끝과 시작","민규동","롯데쇼핑㈜롯데엔터테인먼트",2013-04-04,"한국","멜로/로맨스","청소년관람불가","다양성영화","예술,독립 영화","88분 0초","엄정화","황정민","김효진",1,6,809,4,"엄정화,황정민,김효진",6756,1362057.5,0.346653012526208,5699044.53846154,3.22665619321883,625351,-0.142561514614637,1,1246676.6,0.0586455253141805
38313,"자유의 언덕","홍상수","(주)영화제작전원사 ,(주)영화사 조제",2014-09-04,"한국","드라마","청소년관람불가","다양성영화","예술영화","66분 37초","카세 료","문소리","서영화",14,16,1779,9,"카세 료,문소리,서영화",1953,38313,-0.532387744712657,1080900.66666667,0.159949071035826,47654,-0.526184795644035,0,43482.8888888889,-0.547731622597562
38155,"트릭","이창열","(주)스톰픽쳐스코리아,(주)이수C&E",2016-07-13,"한국","스릴러","15세이상관람가","상업영화","일반영화","94분 30초","이정진","강예원","김태훈",7,13,1924,7,"이정진,강예원,김태훈",8589,412717.5,-0.283762110994339,751712.375,-0.0586504586927848,87138,-0.499965200201849,0,38155,-0.550416734761132
37943,"4등","정지우","(주)프레인글로벌,CGV아트하우스",2016-04-13,"한국","드라마","15세이상관람가","다양성영화","예술영화","119분 37초","박해준","이항나","유재상",15,33,2887,4,"박해준,이항나,유재상",4401,1331814.5,0.326569960531525,37943,-0.532633445510793,37943,-0.532633445510793,0,624038,-0.255147519780031
37711,"타이밍","민경조,박대열","(주)스톰픽쳐스코리아",2015-12-10,"한국","애니메이션","15세이상관람가","다양성영화","예술영화","99분 44초","엄상현","박지윤","성완경",4,19,1599,12,"엄상현,박지윤,성완경",5934,66366.25,-0.513758809806403,37711,-0.532787506551787,37711,-0.532787506551787,0,37711,-0.550640498774512
37449,"다시 태어나도 우리","문창용,전진","(주)엣나인필름",2017-09-27,"한국","다큐멘터리","전체관람가","다양성영화","예술,독립 영화","95분 19초","문창용","전진","문창용",3,11,1611,9,"문창용,전진,문창용",708,37449,-0.532961489279116,37449,-0.532961489279116,37449,-0.532961489279116,0,37449,-0.550772539701327
36792,"백프로","김명균","(주)마인스 엔터테인먼트",2014-04-03,"한국","코미디","15세이상관람가","상업영화","일반영화","108분 58초","윤시윤","여진구","천호진",6,8,1507,4,"윤시윤,여진구,천호진",5451,36792,-0.53339777420986,852545.4,0.00830833785041926,829663.6,-0.00688646356253339,0,36792,-0.551103649964371
35907,"한여름의 판타지아","장건재","㈜인디스토리",2015-06-11,"한국","드라마","전체관람가","다양성영화","예술,독립 영화","97분 0초","김새벽","이와세 료","임형국",1,6,474,6,"김새벽,이와세 료,임형국",1572,49963,-0.524651489852423,58330.5,-0.519094999505384,35907,-0.533985463956753,0,35907,-0.551549666072123
35578,"지구대표 롤링스타즈","임상준","롯데쇼핑㈜롯데엔터테인먼트",2011-03-24,"한국","애니메이션","전체관람가","상업영화","일반영화","83분 0초","류덕환","류승룡","심은경",4,9,1623,3,"류덕환,류승룡,심은경",483,145414.4,-0.461266394816705,4888570.07692308,2.68845559303237,2310330.4,0.976359521663805,1,35578,-0.551715473190146
35436,"스파키","아론 우들리","예지림엔터테인먼트",2018-04-12,"한국","애니메이션","전체관람가","상업영화","일반영화","91분 22초","제시카 비엘","수잔 서랜든",NA,3,5,984,4,"제시카 비엘,수잔 서랜든,NA",929,35436,-0.534298234432219,35436,-0.534298234432219,552370.72622866,-0.191024518706029,0,35436,-0.551787037356588
34876,"누구의 딸도 아닌 해원","홍상수","(주)영화제작전원사 ,(주)영화사 조제",2013-02-28,"한국","드라마","청소년관람불가","다양성영화","예술영화","90분 0초","정은채","이선균","김자옥",1,1,152,2,"정은채,이선균,김자옥",2761,50155.3333333333,-0.524523769707806,1601921.66666667,0.505936302240451,34876,-0.534670105910479,0,43482.8888888889,-0.547731622597562
34740,"뫼비우스","김기덕","(주)넥스트엔터테인먼트월드(NEW)",2013-09-05,"한국","드라마","청소년관람불가","다양성영화","예술,독립 영화","87분 50초","조재현","서영주","이은우",2,2,608,9,"조재현,서영주,이은우",4959,709233.333333333,-0.0868589301564607,23197.5,-0.542425286372731,42212.5,-0.529798257517165,1,175797.5,-0.481048630680562
34225,"더 플랜","최진성","(주)엣나인필름",2017-04-20,"한국","다큐멘터리","15세이상관람가","다양성영화","예술,독립 영화","102분 13초","김어준","김어준","김어준",2,3,407,4,"김어준,김어준,김어준",4533,287396,-0.366982631463591,287396,-0.366982631463591,287396,-0.366982631463591,0,52902.75,-0.542984266904516
33884,"복숭아나무","구혜선","(주)넥스트엔터테인먼트월드(NEW)",2012-10-31,"한국","멜로/로맨스","15세이상관람가","상업영화","일반영화","106분 0초","조승우","류덕환","남상미",7,12,2398,10,"조승우,류덕환,남상미",4547,2674182.5,1.21797776861928,145414.4,-0.461266394816705,596835.5,-0.161497409504508,1,33884,-0.552569203457414
33751,"메밀꽃, 운수 좋은 날, 그리고 봄봄","안재훈,한혜진","이달투",2014-08-21,"한국","애니메이션","전체관람가","다양성영화","예술,독립 영화","90분 3초","장광","엄상현","류현경",3,17,1314,8,"장광,엄상현,류현경",1434,117368.333333333,-0.479890559585841,66366.25,-0.513758809806403,239675.833333333,-0.398671504537082,0,42880.5,-0.548035210334935
33481,"만신","박찬경","(주)엣나인필름",2014-03-06,"한국","다큐멘터리","15세이상관람가","다양성영화","예술,독립 영화","104분 41초","김새론","류현경","문소리",5,23,3806,3,"김새론,류현경,문소리",1787,112843.2,-0.482895502482254,239675.833333333,-0.398671504537082,1080900.66666667,0.159949071035826,0,33481,-0.552772304577668
32988,"I AM","최진성","씨제이이앤엠(주)",2012-06-21,"한국","다큐멘터리","전체관람가","상업영화","일반영화","116분 0초","정윤호","심창민",NA,3,13,1229,6,"정윤호,심창민,NA",3407,32988,-0.535923844037185,32988,-0.535923844037185,560189.700062085,-0.185832280566898,1,52902.75,-0.542984266904516
32278,"대결","신동엽","(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2016-09-22,"한국","액션","15세이상관람가","상업영화","일반영화","97분 13초","이주승","오지호","이정진",4,8,1812,9,"이주승,오지호,이정진",5296,140246.5,-0.464698170910456,1713994.33333333,0.580358852643829,412717.5,-0.283762110994339,0,147669.25,-0.495224509305291
31843,"극장판 프리파라 모두 모여라! 프리즘☆투어즈","히시다 마사카즈","(주)박수엔터테인먼트",2016-10-13,"한국","애니메이션","전체관람가","다양성영화","예술영화","88분 24초","아오바 죠",NA,NA,106,299,5627,10,"아오바 죠,NA,NA",1390,31843,-0.536684188398984,627247.11153808,-0.137435002636236,550762.323235344,-0.192092588703819,0,31843,-0.553597812356762
31713,"꼭두각시","권영락","(주)인벤트스톤",2013-06-20,"한국","공포(호러)","청소년관람불가","상업영화","일반영화","85분 40초","이종수","구지성","원기준",2,3,629,6,"이종수,구지성,원기준",5360,31713,-0.536770515706438,31713,-0.536770515706438,31713,-0.536770515706438,0,31713,-0.553663328847166
31640,"그랜드파더","이서","(주)인벤트스톤,(주)디스테이션",2016-08-31,"한국","액션","청소년관람불가","다양성영화","독립영화","91분 56초","박근형","고보결","정진영",5,6,1299,8,"박근형,고보결,정진영",7282,873149.333333333,0.0219905077551346,31640,-0.536818991809854,1095196.4,0.169442241549183,0,21871.5,-0.558623179157273
31265,"소명 3 : 히말라야의 슈바이처","신현원","(주)에스피엠",2011-04-07,"한국","다큐멘터리","전체관람가","다양성영화","예술영화","82분 0초","신애라","최화순","강원희",1,3,0,4,"신애라,최화순,강원희",959,31265,-0.537068012889046,31265,-0.537068012889046,31265,-0.537068012889046,0,21465.5,-0.558827792196536
31048,"어떤 시선","박정범,신아가,이상철,민용근","(주)영화사 진진",2013-10-24,"한국","드라마","12세이상관람가","다양성영화","예술,독립 영화","108분 39초","임성철","길해연","박주희",2,4,515,10,"임성철,길해연,박주희",863,31048,-0.537212113086871,31048,-0.537212113086871,63295,-0.515798292444987,0,31048,-0.553998470894234
31022,"목숨","이창재","필라멘트픽쳐스",2014-12-04,"한국","다큐멘터리","12세이상관람가","다양성영화","예술영화","94분 55초","박진우","신창열","김호경",12,37,7819,12,"박진우,신창열,김호경",2746,331660.5,-0.337588515303864,31022,-0.537229378548362,31022,-0.537229378548362,0,646463,-0.243845925185289
30590,"다른나라에서","홍상수","(주)영화제작전원사 ,(주)영화사 조제",2012-05-31,"한국","드라마","청소년관람불가","다양성영화","예술,독립 영화","88분 0초","이자벨 위페르","유준상","정유미",2,2,839,5,"이자벨 위페르,유준상,정유미",1843,30590,-0.537516250831591,977813.142857143,0.0914931605550622,1987708.33333333,0.762120334430442,0,43482.8888888889,-0.547731622597562
29473,"춘희막이","박혁지","메가박스중앙(주)플러스엠,(주)엣나인필름",2015-09-30,"한국","다큐멘터리","12세이상관람가","다양성영화","예술영화","96분 20초","김춘희","최막이","한경수",14,49,7346,9,"김춘희,최막이,한경수",2866,29473,-0.538258001619478,29473,-0.538258001619478,2415414,1.04614093893684,0,20736,-0.559195440502305
29294,"역모-반란의 시대","김홍선","(주)스톰픽쳐스코리아",2017-11-23,"한국","사극","15세이상관람가","상업영화","일반영화","102분 10초","정해인","김지훈","조재윤",5,14,2314,11,"정해인,김지훈,조재윤",5727,29294,-0.538376867681279,29294,-0.538376867681279,1522709,0.453334638936409,0,1171538.75,0.0207780774024512
29281,"잉여들의 히치하이킹","이호재","CGV아트하우스",2013-11-28,"한국","다큐멘터리","12세이상관람가","다양성영화","예술,독립 영화","105분 53초","이호재","이현학","하승엽",2,14,1117,11,"이호재,이현학,하승엽",607,29281,-0.538385500412024,29281,-0.538385500412024,29281,-0.538385500412024,0,252973,-0.442154262179046
28324,"파울볼","조정래,김보경","오퍼스픽쳐스",2015-04-02,"한국","다큐멘터리","전체관람가","다양성영화","예술영화","86분 50초","김성근","조진웅","이상훈",3,9,2813,4,"김성근,조진웅,이상훈",2283,28324,-0.539021002206123,3000761.28571429,1.4348444397121,28324,-0.539021002206123,0,28324,-0.555371293354706
28016,"마리안느와 마가렛","윤세영","(주)팝엔터테인먼트",2017-04-20,"한국","다큐멘터리","전체관람가","다양성영화","예술,독립 영화","77분 52초","마리안느 스퇴거","마가렛 피사렉","박정환",1,6,1494,4,"마리안느 스퇴거,마가렛 피사렉,박정환",1361,28016,-0.539225531519166,28016,-0.539225531519166,28016,-0.539225531519166,0,28016,-0.555526517039664
27070,"인천상륙작전 : 익스텐디드 에디션(확장판)","이재한","씨제이이앤엠(주)",2016-09-13,"한국","전쟁","15세이상관람가","상업영화","일반영화","140분 44초","이정재","이범수","리암 니슨",3,4,549,9,"이정재,이범수,리암 니슨",1130,6074719.875,3.47612573383391,2906345.75,1.37214721678925,2518368.33333333,1.11450840345462,1,3538356.5,1.21359032668402
25652,"당신의 부탁","이동은","CGV아트하우스",2018-04-19,"한국","드라마","15세이상관람가","다양성영화","예술영화","107분 33초","임수정","윤찬영","이상희",4,14,1744,4,"임수정,윤찬영,이상희",3659,1206796,0.24355064909426,25652,-0.540795360402393,24603.5,-0.541491623339814,0,25652,-0.556717909219016
25649,"그 사람 그 사랑 그 세상","권혁만","THE 픽쳐스,(주)팝엔터테인먼트",2014-11-20,"한국","다큐멘터리","전체관람가","다양성영화","예술영화","82분 16초","강석우","최강희","이광기",3,4,842,11,"강석우,최강희,이광기",1141,25649,-0.540797352571026,139333,-0.465304786259368,25649,-0.540797352571026,0,25649,-0.556719421138025
24810,"쥬로링 동물탐정 극장판","이종현,박시후","롯데쇼핑㈜롯데엔터테인먼트",2014-12-18,"한국","애니메이션","전체관람가","다양성영화","예술영화","74분 42초","김서영","양정화","문남숙",7,29,3574,12,"김서영,양정화,문남숙",1696,65448.3333333333,-0.514368358070248,79176.5,-0.505252083727149,24810,-0.541354495732205,1,24810,-0.557142254487635
24573,"메소드","방은진","(주)엣나인필름",2017-11-02,"한국","드라마","15세이상관람가","다양성영화","예술영화","81분 55초","박성웅","윤승아","오승훈",6,15,2235,11,"박성웅,윤승아,오승훈",2857,517319.125,-0.214300752213686,24573,-0.541511877054255,24573,-0.541511877054255,0,1143751,0.00677380158528103
24451,"카이: 거울 호수의 전설","이성강","메가박스중앙(주)플러스엠",2016-08-17,"한국","애니메이션","전체관람가","다양성영화","예술영화","96분 9초","김영은","박고운","강진아",4,10,1848,8,"김영은,박고운,강진아",2373,24451,-0.541592891912018,24451,-0.541592891912018,24451,-0.541592891912018,0,24451,-0.557323180795751
24272,"꿈의 제인","조현훈","(주)엣나인필름,CGV아트하우스",2017-05-31,"한국","드라마","청소년관람불가","다양성영화","예술,독립 영화","104분 19초","이민지","구교환","이주영",5,19,1583,5,"이민지,구교환,이주영",1800,24272,-0.54171175797382,24272,-0.54171175797382,24272,-0.54171175797382,0,24272,-0.557413391963308
23926,"GROW: 인피니트의 리얼 청춘 라이프","김진수","골든타이드픽처스(주)",2014-12-04,"한국","드라마","전체관람가","상업영화","일반영화","81분 55초","김성규","장동우","남우현",1,3,252,12,"김성규,장동우,남우현",4943,31751.5,-0.536744949542307,31751.5,-0.536744949542307,31751.5,-0.536744949542307,0,23926,-0.557587766622384
23721,"고스트 메신저 극장판","구봉회","에이원엔터테인먼트",2014-05-22,"한국","애니메이션","12세이상관람가","상업영화","일반영화","78분 17초","양정화","박성태","은정",4,10,760,5,"양정화,박성태,은정",1748,79176.5,-0.505252083727149,23721,-0.542077652946179,23721,-0.542077652946179,0,23721,-0.557691081088021
23555,"연애담","이현주","(주)인디플러그",2016-11-17,"한국","멜로/로맨스","청소년관람불가","다양성영화","예술영화","98분 46초","이상희","류선영","김종수",3,17,1444,11,"이상희,류선영,김종수",1092,24603.5,-0.541491623339814,23555,-0.542187886277235,23555,-0.542187886277235,0,23555,-0.557774740606538
23390,"개들의 전쟁","조병옥","롯데쇼핑㈜롯데엔터테인먼트",2012-11-22,"한국","액션","청소년관람불가","다양성영화","예술,독립 영화","96분 0초","김무열","진선규","서동갑",2,8,1528,11,"김무열,진선규,서동갑",2376,2451116.42857143,1.06984935838387,23390,-0.542297455552079,23390,-0.542297455552079,1,23390,-0.557857896152051
22900,"비정한 도시 감독판","김문흠","(주)인벤트스톤",2012-10-25,"한국","미스터리","청소년관람불가","상업영화","일반영화","90분 0초","조성하","김석훈","서영희",5,10,1703,10,"조성하,김석훈,서영희",4707,2069133.28571429,0.816191079803957,22900,-0.542622843095557,117000,-0.480135153623625,0,22900,-0.558104842923575
22893,"거인","김태용","필라멘트픽쳐스",2014-11-13,"한국","드라마","12세이상관람가","다양성영화","예술영화","108분 9초","최우식","김수현","강신철",4,13,2090,11,"최우식,김수현,강신철",2044,22893,-0.542627491489035,2482266,1.09053442476657,22893,-0.542627491489035,0,327949,-0.40436838229787
22870,"봄, 눈","김태균","(주)넥스트엔터테인먼트월드(NEW)",2012-04-26,"한국","드라마","전체관람가","상업영화","일반영화","109분 0초","윤석화","임지규","이경영",4,13,3375,4,"윤석화,임지규,이경영",1899,22870,-0.542642764781892,21466.5,-0.543574767674282,1215180.14285714,0.249118191233957,1,82413,-0.528111897589489
22752,"유리정원","신수원","(주)리틀빅픽쳐스",2017-10-25,"한국","미스터리","12세이상관람가","다양성영화","예술영화","116분 55초","문근영","김태훈","서태화",3,6,1198,10,"문근영,김태훈,서태화",3933,3134800.5,1.52385401250007,87138,-0.499965200201849,22639,-0.542796161766675,0,18655,-0.560244208321777
22617,"히어로","김봉한","(주)마인스 엔터테인먼트",2013-10-08,"한국","가족","전체관람가","상업영화","일반영화","98분 2초","오정세","박철민","정은표",25,45,3213,10,"오정세,박철민,정은표",428,241713.6,-0.397318312925149,1076251.44444444,0.156861726142008,22617,-0.542810771003321,0,202976.5,-0.467351148429035
22526,"짓","한종훈","(주)팝파트너스",2013-09-25,"한국","멜로/로맨스","청소년관람불가","다양성영화","예술영화","108분 7초","서은아","서태화","김희정",4,8,2126,9,"서은아,서태화,김희정",2467,22526,-0.542871200118538,22639,-0.542796161766675,22526,-0.542871200118538,0,22526,-0.558293328826738
22110,"파워배틀 와치카: 와치가면의 역습","이영준,김래경","(주)삼지애니메이션",2017-06-01,"한국","애니메이션","전체관람가","상업영화","일반영화","73분 50초","엄상현","전태열","정혜원",3,8,1401,6,"엄상현,전태열,정혜원",546,66366.25,-0.513758809806403,98028.5,-0.492733296034005,22110,-0.543147447502388,0,22110,-0.558502981596032
22070,"사이비","연상호","(주)넥스트엔터테인먼트월드(NEW)",2013-11-21,"한국","애니메이션","청소년관람불가","다양성영화","예술영화","100분 49초","오정세","양익준","권해효",5,15,3139,11,"오정세,양익준,권해효",1323,241713.6,-0.397318312925149,16346.6666666667,-0.546974624799482,20255,-0.544379271774125,1,2548515.2,0.714737034120709
21947,"터닝메카드W: 반다인의 비밀 특별판","홍헌표","(주)제이앤씨미디어그룹,(주)아컴스튜디오",2018-02-08,"한국","애니메이션","전체관람가","상업영화","일반영화","75분 55초","소연","윤미나","이현진",1,2,503,2,"소연,윤미나,이현진",1760,225758,-0.407913728208234,21947,-0.54325568866481,21947,-0.54325568866481,0,21947,-0.558585129195539
21687,"히야","김지연","(주)라이크 콘텐츠",2016-03-10,"한국","드라마","12세이상관람가","상업영화","일반영화","108분 30초","안보현","호야","박철민",5,7,1507,3,"안보현,호야,박철민",2034,21687,-0.543428343279717,21687,-0.543428343279717,1076251.44444444,0.156861726142008,0,21687,-0.558716162176347
21599,"내게 남은 사랑을","진광교","(주)비엠컬쳐스",2017-11-02,"한국","드라마","12세이상관람가","다양성영화","예술영화","111분 7초","성지루","전미선","권소현",9,37,6214,11,"성지루,전미선,권소현",2181,21599,-0.543486780226301,2812071,1.30954348349442,18992,-0.545217974768844,0,21599,-0.558760511800621
21258,"무문관","박대원","영화사 마농(주)",2018-04-19,"한국","다큐멘터리","전체관람가","다양성영화","예술영화","96분 21초","김명수","서장현","최유리",1,4,946,4,"김명수,서장현,최유리",1081,21258,-0.543713223394313,21258,-0.543713223394313,21258,-0.543713223394313,0,21258,-0.558932366594681
20803,"나쁜 나라","김진열,이수정,정일건","나쁜 나라 배급위원회,(주)시네마달",2015-12-03,"한국","다큐멘터리","12세이상관람가","다양성영화","예술,독립 영화","119분 6초","최경덕","박지민","신범숙",2,7,738,12,"최경덕,박지민,신범숙",507,20803,-0.544015368970399,20803,-0.544015368970399,20803,-0.544015368970399,0,20803,-0.559161674311096
20175,"극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!","방형우","메가박스중앙(주)플러스엠",2014-08-07,"한국","애니메이션","전체관람가","상업영화","일반영화","83분 5초","양정화","안영미","김서영",28,37,2216,8,"양정화,안영미,김서영",2671,79176.5,-0.505252083727149,16684.5,-0.546750284476139,65448.3333333333,-0.514368358070248,0,20175,-0.55947816935705
20085,"천안함 프로젝트","백승우","(주)아우라픽처스",2013-09-05,"한국","다큐멘터리","12세이상관람가","다양성영화","예술,독립 영화","75분 23초","강신일","이희은","조다인",2,4,1054,9,"강신일,이희은,조다인",1258,985688.5,0.0967228403810283,20085,-0.544492161330025,20085,-0.544492161330025,0,20085,-0.559523526927329
20063,"완전 소중한 사랑","김진민","(주)씨타마운틴픽쳐스",2013-11-21,"한국","드라마","12세이상관람가","상업영화","일반영화","116분 35초","심이영","임지규","공정환",11,56,11025,11,"심이영,임지규,공정환",830,20063,-0.544506770566671,21466.5,-0.543574767674282,20063,-0.544506770566671,0,20063,-0.559534614333398
20041,"파수꾼","윤성현","필라멘트픽쳐스",2011-03-03,"한국","드라마","15세이상관람가","다양성영화","예술영화","117분 0초","서준영","박정민","조성하",3,10,866,3,"서준영,박정민,조성하",412,503730.5,-0.223324363046316,1175390,0.222695299725976,2069133.28571429,0.816191079803957,0,20041,-0.559545701739466
19919,"60만번의 트라이","박사유,박돈사","㈜인디스토리",2014-09-18,"한국","다큐멘터리","12세이상관람가","다양성영화","예술,독립 영화","106분 0초","문정희","김관태","조성경",2,13,2524,9,"문정희,김관태,조성경",2172,2613058.33333333,1.17738788609115,19919,-0.544602394661081,19919,-0.544602394661081,0,19919,-0.559607186445846
19569,"웨딩스캔들","신동엽","(주)마인스 엔터테인먼트",2012-09-06,"한국","코미디","15세이상관람가","상업영화","일반영화","90분 0초","김민준","곽지민","이세랑",5,11,1834,9,"김민준,곽지민,이세랑",912,707635.75,-0.0879198152918366,19569,-0.544834814334994,19569,-0.544834814334994,0,147669.25,-0.495224509305291
19459,"B급 며느리","선호빈","(주)에스와이코마드,글뫼 주식회사",2018-01-17,"한국","다큐멘터리","12세이상관람가","다양성영화","예술,독립 영화","80분 10초","김진영","조경숙","박진석",2,12,1785,1,"김진영,조경숙,박진석",328,19459,-0.544907860518223,19459,-0.544907860518223,19459,-0.544907860518223,0,19459,-0.559839014027276
19405,"커터","정희성","(주)스톰픽쳐스코리아",2016-03-30,"한국","범죄","청소년관람불가","다양성영화","예술영화","102분 30초","최태준","김시후","문가영",2,4,1137,3,"최태준,김시후,문가영",3849,19405,-0.544943719553627,19200.5,-0.545079519048813,610219,-0.152610013202196,0,19405,-0.559866228569444
19252,"달팽이의 별","이승준","(주)영화사조아",2012-03-22,"한국","다큐멘터리","전체관람가","다양성영화","예술,독립 영화","87분 0초","조영찬","김순호","감병석",2,18,1304,3,"조영찬,김순호,감병석",699,19252,-0.545045320153937,19252,-0.545045320153937,19252,-0.545045320153937,0,1721586,0.297987041837353
18996,"소녀","최진성","씨제이이앤엠(주)",2013-11-07,"한국","멜로/로맨스","청소년관람불가","다양성영화","예술영화","109분 22초","김윤혜","김시후","이태희",2,9,1847,11,"김윤혜,김시후,이태희",2326,18996,-0.545215318543999,19200.5,-0.545079519048813,18996,-0.545215318543999,1,52902.75,-0.542984266904516
18804,"누구에게나 찬란한","임유철","CGV아트하우스",2014-11-06,"한국","다큐멘터리","전체관람가","다양성영화","예술영화","86분 51초","김남길","김태근","박철우",3,19,2478,11,"김남길,김태근,박철우",369,2756673.33333333,1.2727563188596,18804,-0.545342817336546,18804,-0.545342817336546,0,18804,-0.560169116344313
18769,"돼지의 왕","연상호","KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2011-11-03,"한국","애니메이션","청소년관람불가","다양성영화","예술영화","96분 0초","김꽃비","김혜나","박희본",2,5,893,11,"김꽃비,김혜나,박희본",526,16340.3333333333,-0.54697883048882,18769,-0.545366059303937,18769,-0.545366059303937,0,2548515.2,0.714737034120709
18485,"섬. 사라진 사람들","이지승","(주)콘텐츠판다",2016-03-03,"한국","스릴러","15세이상관람가","다양성영화","예술영화","87분 49초","박효주","배성우","이현욱",2,7,1678,3,"박효주,배성우,이현욱",2913,117508.666666667,-0.479797370364206,1908599.16666667,0.709587400944258,18485,-0.545554651267912,0,16473,-0.561343877414563
18440,"그 후","홍상수","(주)영화제작전원사 ,(주)콘텐츠판다",2017-07-06,"한국","드라마","청소년관람불가","다양성영화","예술,독립 영화","91분 26초","권해효","김민희","김새벽",5,10,255,7,"권해효,김민희,김새벽",2170,20255,-0.544379271774125,1220089.375,0.25237819733054,49963,-0.524651489852423,0,43482.8888888889,-0.547731622597562
18248,"쿼바디스","김재환","주식회사 단유필름,주식회사 푸르모디티",2014-12-10,"한국","다큐멘터리","12세이상관람가","다양성영화","예술,독립 영화","104분 53초","이종윤","안석환","남명렬",2,24,2711,12,"이종윤,안석환,남명렬",295,18248,-0.545712032589961,16882,-0.546619133374431,18248,-0.545712032589961,0,16601,-0.561279368870165
17924,"당신자신과 당신의 것","홍상수","(주)영화제작전원사 ,(주)콘텐츠판다",2016-11-10,"한국","드라마","청소년관람불가","다양성영화","예술,독립 영화","86분 4초","김주혁","이유영","김의성",4,9,639,11,"김주혁,이유영,김의성",2055,1553476.8,0.473766187630719,304580,-0.355571489530693,17924,-0.545927186802383,0,43482.8888888889,-0.547731622597562
17797,"이별계약","오기환","씨제이이앤엠(주)",2013-06-20,"한국","멜로/로맨스","12세이상관람가","상업영화","일반영화","103분 33초","펑위옌","백백하","장경부",4,7,1057,6,"펑위옌,백백하,장경부",1705,17797,-0.546011521941203,17797,-0.546011521941203,17797,-0.546011521941203,1,304461,-0.416205700194918
17631,"스톤","조세래","씨너스엔터테인먼트(주)",2014-06-12,"한국","액션","15세이상관람가","다양성영화","예술영화","109분 33초","조동인","김뢰하","박원상",17,27,2696,6,"조동인,김뢰하,박원상",1374,17631,-0.546121755272258,271956.5,-0.377235327336087,1267063.66666667,0.283571767477518,0,17631,-0.560760276676961
17449,"뚜르: 내 생애 최고의 49일","임정하,전일우,박형준,김양래","(주)리틀빅픽쳐스",2017-02-01,"한국","다큐멘터리","12세이상관람가","다양성영화","예술,독립 영화","96분 53초","이윤혁","전일우","이다윗",8,50,10459,2,"이윤혁,전일우,이다윗",1903,17449,-0.546242613502693,17449,-0.546242613502693,263902.333333333,-0.382583746736957,0,17449,-0.560851999763527
17444,"태양을 쏴라","김태식","(유)조이앤시네마",2015-03-19,"한국","멜로/로맨스","청소년관람불가","다양성영화","예술영화","86분 43초","강지환","윤진서","안석환",1,1,389,3,"강지환,윤진서,안석환",1559,682099,-0.104877652742659,31671.3333333333,-0.536798184715237,16882,-0.546619133374431,0,17444,-0.560854519628543
17403,"터치","민병훈","(주)팝엔터테인먼트",2012-11-08,"한국","드라마","청소년관람불가","다양성영화","예술영화","99분 0초","유준상","김지영","안성진",3,5,1210,11,"유준상,김지영,안성진",892,977813.142857143,0.0914931605550622,17403,-0.546273160088407,17403,-0.546273160088407,0,16159.5,-0.561501872951038
17362,"두레소리","조정래","(주)명필름",2012-05-10,"한국","드라마","12세이상관람가","다양성영화","예술영화","108분 0초","김슬기","조아름","임하늬",14,104,21086,5,"김슬기,조아름,임하늬",2113,17362,-0.546300386393065,17362,-0.546300386393065,17362,-0.546300386393065,0,1205692.66666667,0.0379907293529202
17190,"어떤살인","안용훈","TCO(주)더콘텐츠온,(주)전망좋은 영화사",2015-10-28,"한국","스릴러","청소년관람불가","다양성영화","예술영화","108분 6초","윤소이","신현빈","김용우",6,10,1767,10,"윤소이,신현빈,김용우",2487,17190,-0.546414604061388,17190,-0.546414604061388,17190,-0.546414604061388,0,17190,-0.560982528771333
