"y","title","director","dist","date","country","genre","grade","type2","type3","time","main1","main2","main3","b_screen","b_play","b_count","month","actor","first_count","main1_to_m","main1_to_s","main2_to_m","main2_to_s","main3_to_m","main3_to_s","dist_factor1","dir_to_m","dir_to_s"
1613392,"우아한 거짓말","이한","CGV아트하우스",2014-03-13,"한국","드라마","12세이상관람가","상업영화","일반영화","117분 10초","김희애","고아성","김유정",62,149,15982,3,"김희애,고아성,김유정",54153,1032336.33333333,0.127699623844065,1037085.66666667,0.130853448143024,662669.333333333,-0.117780043573793,0,2664446,0.773163027549655
1612554,"하울링","유하","씨제이이앤엠(주)",2012-02-16,"한국","범죄","15세이상관람가","상업영화","일반영화","114분 0초","송강호","이나영","이민호",26,31,4880,2,"송강호,이나영,이민호",103979,7205062.5,4.22673677472539,1612554,0.512996769229775,1740259.66666667,0.597800510382513,1,1902363,0.389093769420571
1611519,"두근두근 내 인생","이재용","씨제이이앤엠(주)",2014-09-03,"한국","드라마","12세이상관람가","상업영화","일반영화","117분 0초","송혜교","강동원","조성목",36,96,13610,9,"송혜교,강동원,조성목",99364,871707.5,0.0210330493746498,4864645,2.67256799709867,841424.5,0.000923435131520174,1,865741.5,-0.133335481022831
1593694,"더 폰","김봉주","(주)넥스트엔터테인먼트월드(NEW)",2015-10-22,"한국","스릴러","15세이상관람가","상업영화","일반영화","114분 29초","손현주","엄지원","배성우",37,88,18634,10,"손현주,엄지원,배성우",97241,2442954,1.06442904699271,1931906.2,0.725064581193411,1908599.16666667,0.709587400944258,1,1593694,0.233532926523607
1552055,"용의자X","방은진","씨제이이앤엠(주)",2012-10-18,"한국","미스터리","15세이상관람가","상업영화","일반영화","119분 0초","류승범","이요원","조진웅",28,71,13690,10,"류승범,이요원,조진웅",84818,1578657.28571429,0.490487445569791,1111977,0.180585503206491,3000761.28571429,1.4348444397121,1,1143751,0.00677380158528103
1507084,"퍼펙트 게임","박희곤","롯데쇼핑㈜롯데엔터테인먼트",2011-12-21,"한국","드라마","12세이상관람가","상업영화","일반영화","127분 0초","조승우","양동근","최정원",237,833,64666,12,"조승우,양동근,최정원",33304,2674182.5,1.21797776861928,584094.333333333,-0.169958260367173,761000,-0.0524829536244347,1,1507084,0.18988382472425
1472006,"차이나타운","한준희","CGV아트하우스",2015-04-29,"한국","범죄","청소년관람불가","상업영화","일반영화","109분 48초","김혜수","김고은","엄태구",22,39,6348,4,"김혜수,김고은,엄태구",90899,4200549,2.23157092347963,896962.833333333,0.0378040103400425,744432.5,-0.0634847049031406,0,1472006,0.172205459721157
1468301,"부라더","장유정","메가박스중앙(주)플러스엠",2017-11-02,"한국","코미디","12세이상관람가","상업영화","일반영화","102분 3초","마동석","이동휘","이하늬",30,130,24942,11,"마동석,이동휘,이하늬",100941,1974657.0625,0.753453556969789,860388,0.0135162650922106,698775.333333333,-0.0938036300129693,0,1468301,0.170338239744634
1466830,"해무(海霧)","심성보","(주)넥스트엔터테인먼트월드(NEW)",2014-08-13,"한국","드라마","청소년관람불가","상업영화","일반영화","110분 48초","김윤석","박유천","한예리",18,54,12091,8,"김윤석,박유천,한예리",174827,4110368.63636364,2.17168609288053,784500,-0.0368776326617313,748098.6,-0.0610502084273377,1,1466830,0.169596895457059
1441964,"인간중독","김대우","(주)넥스트엔터테인먼트월드(NEW)",2014-05-14,"한국","멜로/로맨스","청소년관람불가","상업영화","일반영화","132분 12초","송승헌","임지연","조여정",10,18,4679,5,"송승헌,임지연,조여정",89092,935603.333333333,0.0634634743680996,1441964,0.399715420164772,1404193.66666667,0.374633795716476,1,1441964,0.157065102761726
1426873,"탐정 홍길동: 사라진 마을","조성희","씨제이이앤엠(주)",2016-05-04,"한국","드라마","15세이상관람가","상업영화","일반영화","125분 54초","이제훈","김성균","박근형",24,53,9080,5,"이제훈,김성균,박근형",82893,2120113.5,0.850044807747615,783586.75,-0.0374840819965904,873149.333333333,0.0219905077551346,1,4040855,1.4668360047873
1416053,"런닝맨","조동오","이십세기폭스코리아(주)",2013-04-04,"한국","액션","15세이상관람가","상업영화","일반영화","127분 7초","신하균","이민호","김상호",12,44,10033,4,"신하균,이민호,김상호",63499,1101209.875,0.173435526973702,1740259.66666667,0.597800510382513,1033279.5,0.128325939527242,0,1416053,0.144006658278142
1387599,"기억의 밤","장항준","메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",2017-11-29,"한국","미스터리","15세이상관람가","상업영화","일반영화","108분 30초","강하늘","김무열","문성근",23,42,7136,11,"강하늘,김무열,문성근",97245,2356279.33333333,1.00687219624085,2451116.42857143,1.06984935838387,869714.5,0.0197095853457703,0,1387599,0.12966661044765
1373316,"브이아이피","박훈정","워너브러더스 코리아(주)",2017-08-23,"한국","범죄","청소년관람불가","상업영화","일반영화","127분 55초","장동건","김명민","박희순",28,39,7480,8,"장동건,김명민,박희순",174011,1371662.66666667,0.353031383110616,2344639.44444444,0.99914265572675,1137761.66666667,0.197707971259668,0,1704893.4,0.289574422085638
1362634,"특별시민","박인제","(주)쇼박스",2017-04-26,"한국","드라마","15세이상관람가","상업영화","일반영화","130분 24초","최민식","곽도원","심은경",21,57,8631,4,"최민식,곽도원,심은경",186007,4688421.28571429,2.55554554507023,2916067.42857143,1.37860295782769,2310330.4,0.976359521663805,1,895386.5,-0.118395201345635
1346754,"차형사","신태라","씨제이이앤엠(주)",2012-05-30,"한국","코미디","15세이상관람가","상업영화","일반영화","110분 0초","강지환","성유리","이수혁",24,58,13212,5,"강지환,성유리,이수혁",48130,682099,-0.104877652742659,482745,-0.23725991466601,1346754,0.336490628298432,1,1346754,0.109081833135622
1346274,"은교","정지우","롯데쇼핑㈜롯데엔터테인먼트",2012-04-25,"한국","멜로/로맨스","청소년관람불가","상업영화","일반영화","129분 0초","박해일","김무열","김고은",11,25,4655,4,"박해일,김무열,김고은",60122,2507468.55555556,1.10727033832082,2451116.42857143,1.06984935838387,896962.833333333,0.0378040103400425,1,624038,-0.255147519780031
1340149,"궁합","홍창표","씨제이이앤엠(주)",2018-02-28,"한국","코미디","12세이상관람가","상업영화","일반영화","109분 53초","심은경","이승기","김상경",7,20,4602,2,"심은경,이승기,김상경",175057,2310330.4,0.976359521663805,1616071,0.515332254924491,1596723.14285714,0.502484190215775,1,1340149,0.10575309145008
1328890,"미스터 고","김용화","(주)쇼박스",2013-07-17,"한국","코미디","12세이상관람가","상업영화","일반영화","132분 32초","서교","성동일","조재윤",31,80,19523,7,"서교,성동일,조재윤",94955,1328890,0.324627928141932,1479405.5,0.424578680795625,1522709,0.453334638936409,1,7869910.5,3.39657660419719
1314283,"사라진 밤","이창희","씨네그루(주)키다리이엔티",2018-03-07,"한국","스릴러","15세이상관람가","상업영화","일반영화","101분 5초","김상경","김강우","김희애",33,52,8223,3,"김상경,김강우,김희애",57161,1596723.14285714,0.502484190215775,950459.285714286,0.0733286618196484,1032336.33333333,0.127699623844065,0,1314283,0.092717325751637
1310895,"간첩","우민호","롯데쇼핑㈜롯데엔터테인먼트",2012-09-20,"한국","드라마","15세이상관람가","상업영화","일반영화","115분 0초","김명민","염정아","유해진",11,27,4885,9,"김명민,염정아,유해진",68841,2344639.44444444,0.99914265572675,1138438.33333333,0.198157315962565,3875673.45454545,2.01583529966041,1,3488885.66666667,1.18865836224267
1305145,"장산범","허정","(주)넥스트엔터테인먼트월드(NEW)",2017-08-17,"한국","미스터리","15세이상관람가","상업영화","일반영화","99분 43초","염정아","박혁권","허진",19,49,10307,8,"염정아,박혁권,허진",121834,1138438.33333333,0.198157315962565,615980.333333333,-0.148784164017524,661079.5,-0.118835782273533,1,3453844,1.17099830825869
1246185,"간기남","김형준","(주)쇼박스",2012-04-11,"한국","코미디","청소년관람불가","상업영화","일반영화","117분 0초","박희순","박시연","주상욱",13,47,11162,4,"박희순,박시연,주상욱",103609,1137761.66666667,0.197707971259668,1246185,0.269707159196384,719266,-0.0801966755417735,1,1246185,0.0583977721858516
1225142,"특별수사: 사형수의 편지","권종관","(주)넥스트엔터테인먼트월드(NEW)",2016-06-16,"한국","범죄","15세이상관람가","상업영화","일반영화","120분 14초","김명민","김상호","성동일",35,186,32749,6,"김명민,김상호,성동일",75630,2344639.44444444,0.99914265572675,1033279.5,0.128325939527242,1479405.5,0.424578680795625,1,1225142,0.0477926682814077
1221420,"찌라시: 위험한 소문","김광식","씨제이이앤엠(주)",2014-02-20,"한국","범죄","15세이상관람가","상업영화","일반영화","121분 19초","김강우","고창석","박성웅",9,26,4631,2,"김강우,고창석,박성웅",91576,950459.285714286,0.0733286618196484,1799868,0.637383794370533,517319.125,-0.214300752213686,1,1221420,0.0459168807638323
1212270,"결혼전야","홍지영","씨너스엔터테인먼트(주)",2013-11-21,"한국","멜로/로맨스","15세이상관람가","상업영화","일반영화","117분 37초","김강우","김효진","주지훈",50,151,25534,11,"김강우,김효진,주지훈",56240,950459.285714286,0.0733286618196484,625351,-0.142561514614637,3416817,1.71112882097999,0,1190447.5,0.0303075769250075
1206917,"악녀","정병길","(주)넥스트엔터테인먼트월드(NEW)",2017-06-08,"한국","액션","청소년관람불가","상업영화","일반영화","123분 22초","김옥빈","신하균","성준",9,18,4413,6,"김옥빈,신하균,성준",73305,733079.4,-0.0710238014742753,1101209.875,0.173435526973702,483425.75,-0.23680785840025,1,1964410,0.420363782344537
1204666,"깡철이","안권태","씨제이이앤엠(주)",2013-10-02,"한국","드라마","15세이상관람가","상업영화","일반영화","108분 14초","유아인","김해숙","정유미",9,31,5717,10,"유아인,김해숙,정유미",134531,4454846.66666667,2.40043886851792,868217.6,0.0187155596032567,1987708.33333333,0.762120334430442,1,1204666,0.0374733170697272
1202058,"시간이탈자","곽재용","씨제이이앤엠(주)",2016-04-13,"한국","스릴러","15세이상관람가","상업영화","일반영화","107분 9초","임수정","조정석","이진욱",37,70,12265,4,"임수정,조정석,이진욱",155917,1206796,0.24355064909426,1836469.83333333,0.661689469136067,2021923,0.784840796343857,1,1202058,0.0361589554776163
1201640,"R2B: 리턴투베이스","김동원","씨제이이앤엠(주)",2012-08-15,"한국","액션","15세이상관람가","상업영화","일반영화","113분 0초","정지훈","유준상","신세경",322,1065,53216,8,"정지훈,유준상,신세경",206793,753613.5,-0.0573880048283074,977813.142857143,0.0914931605550622,1991717.33333333,0.764782535781058,1,606763.5,-0.263853401422254
1201576,"해빙","이수연","롯데쇼핑㈜롯데엔터테인먼트",2017-03-01,"한국","스릴러","15세이상관람가","상업영화","일반영화","117분 10초","조진웅","신구","김대명",5,9,3024,3,"조진웅,신구,김대명",386128,3000761.28571429,1.4348444397121,624197.5,-0.143327503454232,1627761.5,0.523095404061277,1,1201576,0.0359160404901173
1201033,"더 웹툰: 예고살인","김용균","씨제이이앤엠(주)",2013-06-27,"한국","공포(호러)","15세이상관람가","상업영화","일반영화","104분 3초","이시영","엄기준","문가영",10,56,11631,6,"이시영,엄기준,문가영",80164,1434638.33333333,0.394850765713746,1201033,0.239723693149236,610219,-0.152610013202196,1,1201033,0.0356423831494285
1183969,"바람 바람 바람","이병헌","(주)넥스트엔터테인먼트월드(NEW)",2018-04-05,"한국","코미디","청소년관람불가","상업영화","일반영화","100분 16초","이성민","신하균","송지효",38,101,17430,4,"이성민,신하균,송지효",95534,1953083.11111111,0.739127240550327,1101209.875,0.173435526973702,697123.5,-0.0949005401978016,1,2114051.5,0.495779058489424
1177438,"빅매치","최호","(주)넥스트엔터테인먼트월드(NEW)",2014-11-27,"한국","액션","15세이상관람가","상업영화","일반영화","112분 8초","이정재","신하균","이성민",446,1132,60677,11,"이정재,신하균,이성민",75112,6074719.875,3.47612573383391,1101209.875,0.173435526973702,1953083.11111111,0.739127240550327,1,1177438,0.0237511401410479
1168625,"당신, 거기 있어줄래요","홍지영","롯데쇼핑㈜롯데엔터테인먼트",2016-12-14,"한국","판타지","12세이상관람가","상업영화","일반영화","110분 52초","김윤석","변요한","채서진",43,100,18045,12,"김윤석,변요한,채서진",92278,4110368.63636364,2.17168609288053,848619.333333333,0.00570120889491696,1168625,0.218202959457351,1,1190447.5,0.0303075769250075
1168427,"동주","이준익","메가박스중앙(주)플러스엠",2016-02-17,"한국","드라마","12세이상관람가","상업영화","일반영화","110분 37초","강하늘","박정민","김인우",7,24,5398,2,"강하늘,박정민,김인우",19124,2356279.33333333,1.00687219624085,1175390,0.222695299725976,1763800.5,0.613432946973839,0,2831037.2,0.857120494905355
1165488,"돈의 맛","임상수","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012-05-17,"한국","드라마","청소년관람불가","상업영화","일반영화","115분 0초","김강우","백윤식","윤여정",10,31,5535,5,"김강우,백윤식,윤여정",118042,950459.285714286,0.0733286618196484,2916028.125,1.37857685804696,1070944.16666667,0.153337395369224,1,649520.5,-0.24230502772828
1160935,"장수상회","강제규","씨제이이앤엠(주)",2015-04-09,"한국","멜로/로맨스","12세이상관람가","상업영화","일반영화","112분 0초","박근형","윤여정","조진웅",38,116,17046,4,"박근형,윤여정,조진웅",53241,873149.333333333,0.0219905077551346,1070944.16666667,0.153337395369224,3000761.28571429,1.4348444397121,1,1651778.5,0.262805946422751
1160021,"가문의 영광5 - 가문의 귀환","정용기","롯데쇼핑㈜롯데엔터테인먼트",2012-12-19,"한국","코미디","15세이상관람가","상업영화","일반영화","104분 0초","정준호","김민정","유동근",23,67,12319,12,"정준호,김민정,유동근",153719,1160021,0.212489419816368,706248,-0.0888413592989,610482.5,-0.15243503439055,1,755900,-0.188692631643939
1159787,"슬로우 비디오","김영탁","이십세기폭스코리아(주)",2014-10-02,"한국","드라마","12세이상관람가","상업영화","일반영화","105분 40초","차태현","남상미","오달수",17,67,11947,10,"차태현,남상미,오달수",98673,3566193.16666667,1.81032299225708,596835.5,-0.161497409504508,3580181.42857143,1.81961198445854,0,1159787,0.0148555126631531
1153109,"미씽: 사라진 여자","이언희","메가박스중앙(주)플러스엠",2016-11-30,"한국","미스터리","15세이상관람가","상업영화","일반영화","99분 48초","엄지원","공효진","서하늬",17,42,6642,11,"엄지원,공효진,서하늬",139198,1931906.2,0.725064581193411,893183.2,0.0352941213490638,1153109,0.2078994632847,0,1912858.5,0.394383218074712
1139250,"고령화 가족","송해성","씨제이이앤엠(주)",2013-05-09,"한국","드라마","15세이상관람가","상업영화","일반영화","112분 47초","박해일","윤제문","공효진",10,34,7330,5,"박해일,윤제문,공효진",67251,2507468.55555556,1.10727033832082,1228996.25,0.258292862996483,893183.2,0.0352941213490638,1,1139250,0.00450541909828288
1129018,"하루","조선호","CGV아트하우스",2017-06-15,"한국","스릴러","15세이상관람가","상업영화","일반영화","90분 1초","김명민","변요한","유재명",8,36,7124,6,"김명민,변요한,유재명",77978,2344639.44444444,0.99914265572675,848619.333333333,0.00570120889491696,1129018,0.19190168510119,0,1129018,-0.000651232669538723
1125248,"챔피언","김용완","워너브러더스 코리아(주)",2018-05-01,"한국","드라마","12세이상관람가","상업영화","일반영화","108분 0초","마동석","권율","한예리",11,14,3455,5,"마동석,권율,한예리",139965,1974657.0625,0.753453556969789,343555.25,-0.329689732685944,748098.6,-0.0610502084273377,0,1125248,-0.00255121089126345
1124918,"성난 변호사","허종호","씨제이이앤엠(주)",2015-10-08,"한국","범죄","15세이상관람가","상업영화","일반영화","116분 45초","이선균","김고은","임원희",65,123,13682,10,"이선균,김고은,임원희",89466,1601921.66666667,0.505936302240451,896962.833333333,0.0378040103400425,416548,-0.281218443677418,1,798232.5,-0.167358194489784
1118258,"특수본","황병국","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-11-24,"한국","액션","15세이상관람가","상업영화","일반영화","111분 0초","엄태웅","주원","정진영",27,84,16216,11,"엄태웅,주원,정진영",58276,1421876,0.386375858994611,823171,-0.0111979149192333,1095196.4,0.169442241549183,1,1118258,-0.00607398218300241
1110523,"회사원","임상윤","(주)쇼박스",2012-10-11,"한국","액션","청소년관람불가","상업영화","일반영화","96분 0초","소지섭","이미연","곽도원",16,22,5618,10,"소지섭,이미연,곽도원",106990,2832967,1.32341960208321,979335.5,0.092504091271409,2916067.42857143,1.37860295782769,1,1110523,-0.00997221336205832
1110246,"간신","민규동","롯데쇼핑㈜롯데엔터테인먼트",2015-05-21,"한국","사극","청소년관람불가","상업영화","일반영화","131분 7초","주지훈","김강우","천호진",10,40,8947,5,"주지훈,김강우,천호진",83605,3416817,1.71112882097999,950459.285714286,0.0733286618196484,829663.6,-0.00688646356253339,1,1246676.6,0.0586455253141805
1069436,"오빠생각","이한","(주)넥스트엔터테인먼트월드(NEW)",2016-01-21,"한국","드라마","12세이상관람가","상업영화","일반영화","123분 30초","임시완","고아성","이희준",83,167,24951,1,"임시완,고아성,이희준",78467,818352.666666667,-0.0143975590967635,1037085.66666667,0.130853448143024,594896,-0.162785346526089,1,2664446,0.773163027549655
1061412,"날, 보러와요","이철하","메가박스중앙(주)플러스엠",2016-04-07,"한국","미스터리","청소년관람불가","상업영화","일반영화","90분 35초","강예원","이상윤","최진호",5,18,4541,4,"강예원,이상윤,최진호",42192,751712.375,-0.0586504586927848,539019,-0.199890815438131,1061412,0.147007500888231,0,538038.5,-0.29848894606099
1059350,"수상한 고객들","조진모","씨제이이앤엠(주)",2011-04-14,"한국","코미디","15세이상관람가","상업영화","일반영화","124분 0초","윤하","류승범","박철민",24,76,8883,4,"윤하,류승범,박철민",37976,1059350,0.14563821698078,1578657.28571429,0.490487445569791,1076251.44444444,0.156861726142008,1,1059350,-0.0357620238502068
1046313,"그놈이다","윤준형","CGV아트하우스",2015-10-28,"한국","스릴러","15세이상관람가","상업영화","일반영화","108분 43초","주원","유해진","이유영",17,39,6343,10,"주원,유해진,이유영",97168,823171,-0.0111979149192333,3875673.45454545,2.01583529966041,304580,-0.355571489530693,0,1046313,-0.042332319891752
1044522,"동창생","박홍수","(주)쇼박스",2013-11-06,"한국","액션","15세이상관람가","상업영화","일반영화","112분 27초","최승현","한예리","윤제문",11,27,6511,11,"최승현,한예리,윤제문",125671,1700520.66666667,0.571411580606476,748098.6,-0.0610502084273377,1228996.25,0.258292862996483,1,1044522,-0.043234935540322
1040636,"점박이:한반도의 공룡3D","한상호","씨제이이앤엠(주)",2012-01-26,"한국","애니메이션","전체관람가","상업영화","일반영화","88분 0초","이형석","신용우","구자형",3,7,899,1,"이형석,신용우,구자형",35458,568356.5,-0.180409066342671,541515.666666667,-0.198232888430888,1040636,0.133211069044779,1,1040636,-0.0451933746304075
1027622,"오직 그대만","송일곤","(주)쇼박스",2011-10-20,"한국","멜로/로맨스","15세이상관람가","상업영화","일반영화","105분 0초","소지섭","한효주","강신일",194,706,51787,10,"소지섭,한효주,강신일",58337,2832967,1.32341960208321,3651707,1.8671089844238,985688.5,0.0967228403810283,1,1027622,-0.0517520792928811
1006947,"심장이 뛴다","윤재근","롯데쇼핑㈜롯데엔터테인먼트",2011-01-05,"한국","드라마","15세이상관람가","상업영화","일반영화","114분 0초","김윤진","박해일","강신일",31,182,29322,1,"김윤진,박해일,강신일",51561,4452911.25,2.3991536430592,2507468.55555556,1.10727033832082,985688.5,0.0967228403810283,1,1006947,-0.0621717211321805
990111,"염력","연상호","(주)넥스트엔터테인먼트월드(NEW)",2018-01-31,"한국","드라마","15세이상관람가","상업영화","일반영화","101분 20초","류승룡","심은경",NA,8,31,8581,1,"류승룡,심은경,NA",264713,4888570.07692308,2.68845559303237,2310330.4,0.976359521663805,1677348.21237386,0.556023768405077,1,2548515.2,0.714737034120709
987420,"방황하는 칼날","이정호","씨제이이앤엠(주)",2014-04-10,"한국","범죄","청소년관람불가","상업영화","일반영화","122분 20초","정재영","이성민","서준영",12,43,7863,4,"정재영,이성민,서준영",66643,1147267,0.204020046898993,1953083.11111111,0.739127240550327,503730.5,-0.223324363046316,1,987420,-0.0720128019639097
986547,"시체가 돌아왔다","우선호","씨제이이앤엠(주)",2012-03-29,"한국","범죄","15세이상관람가","상업영화","일반영화","110분 0초","이범수","류승범","김옥빈",9,50,7631,3,"이범수,류승범,김옥빈",47998,2906345.75,1.37214721678925,1578657.28571429,0.490487445569791,733079.4,-0.0710238014742753,1,986547,-0.0724527703956247
984265,"미쓰 와이프","강효진","메가박스중앙(주)플러스엠",2015-08-13,"한국","코미디","15세이상관람가","상업영화","일반영화","125분 0초","엄정화","송승헌","김상호",32,101,15981,8,"엄정화,송승헌,김상호",56370,1362057.5,0.346653012526208,935603.333333333,0.0634634743680996,1033279.5,0.128325939527242,0,984265,-0.0736028367887217
977470,"원더풀 라디오","권칠인","(주)쇼박스",2012-01-05,"한국","드라마","15세이상관람가","상업영화","일반영화","120분 0초","이민정","이정진","이광수",12,41,9423,1,"이민정,이정진,이광수",60371,977470,0.0912652944094548,412717.5,-0.283762110994339,1038769.25,0.131971442112561,1,875733,-0.128300034762257
975462,"돈 크라이 마미","김용한","(주)에스비에스콘텐츠허브",2012-11-22,"한국","스릴러","15세이상관람가","상업영화","일반영화","91분 0초","유선","남보라","유오성",10,24,4857,11,"유선,남보라,유오성",107365,688740.4,-0.100467389821735,975462,0.0899318695374076,1215623.75,0.249412771312494,0,975462,-0.0780393111350991
971194,"고산자, 대동여지도","강우석","씨제이이앤엠(주)",2016-09-07,"한국","사극","전체관람가","상업영화","일반영화","129분 4초","차승원","유준상","김인권",39,92,20623,9,"차승원,유준상,김인권",29603,655519,-0.122528266835793,977813.142857143,0.0914931605550622,526925.4,-0.207921645633644,1,1532182.33333333,0.202532707147306
970373,"우리는 형제입니다","장진","(주)쇼박스",2014-10-23,"한국","코미디","12세이상관람가","상업영화","일반영화","101분 53초","김성균","조진웅","윤진이",69,119,4348,10,"김성균,조진웅,윤진이",62171,783586.75,-0.0374840819965904,3000761.28571429,1.4348444397121,970373,0.0865524874787184,1,461315.333333333,-0.3371553507741
963634,"전국노래자랑","이종필","롯데쇼핑㈜롯데엔터테인먼트",2013-05-01,"한국","코미디","12세이상관람가","상업영화","일반영화","112분 14초","김인권","류현경","김수미",40,165,14239,5,"김인권,류현경,김수미",94297,526925.4,-0.207921645633644,239675.833333333,-0.398671504537082,1282524,0.293838297854413,1,640569.5,-0.246816090079118
955175,"허삼관","하정우","(주)넥스트엔터테인먼트월드(NEW)",2015-01-14,"한국","드라마","12세이상관람가","상업영화","일반영화","123분 49초","하정우","하지원","전혜진",37,53,7868,1,"하정우,하지원,전혜진",73635,5626903.84615385,3.17875071841317,1114558.2,0.182299565098786,2183772.66666667,0.892318072771086,1,612661.5,-0.260880968649912
951797,"불한당: 나쁜 놈들의 세상","변성현","씨제이이앤엠(주)",2017-05-17,"한국","범죄","청소년관람불가","상업영화","일반영화","119분 42초","설경구","임시완","김희원",41,206,26263,5,"설경구,임시완,김희원",95271,2385589.88888889,1.02633605271062,818352.666666667,-0.0143975590967635,734757,-0.0699097807744017,1,1387456.5,0.129594794294707
929985,"뽀로로 극장판 슈퍼썰매 대모험","박영균","씨제이이앤엠(주)",2013-01-23,"한국","애니메이션","전체관람가","상업영화","일반영화","77분 0초","이선","이미자","김환진",3,12,2752,1,"이선,이미자,김환진",12000,733026,-0.0710592620759523,733026,-0.0710592620759523,929985,0.0597325852216263,1,687499.5,-0.223164637043165
900054,"점쟁이들","신정원","(주)넥스트엔터테인먼트월드(NEW)",2012-10-03,"한국","코미디","15세이상관람가","상업영화","일반영화","119분 0초","김수로","강예원","이제훈",193,1578,134678,10,"김수로,강예원,이제훈",172469,346928,-0.327450037099691,751712.375,-0.0586504586927848,2120113.5,0.850044807747615,1,900054,-0.116042907353619
870785,"열한시","김현석","씨제이이앤엠(주)",2013-11-28,"한국","스릴러","15세이상관람가","상업영화","일반영화","98분 48초","정재영","김옥빈","최다니엘",12,32,6957,11,"정재영,김옥빈,최다니엘",64960,1147267,0.204020046898993,733079.4,-0.0710238014742753,1263913.25,0.281479713722216,1,1952838.33333333,0.414531974743549
867386,"미확인 동영상 : 절대클릭금지","김태경","(주)쇼박스",2012-05-30,"한국","공포(호러)","15세이상관람가","상업영화","일반영화","93분 0초","박보영","주원","강별",7,17,4247,5,"박보영,주원,강별",16702,1718259.16666667,0.583190941708472,823171,-0.0111979149192333,867386,0.0181633304580403,1,867386,-0.132506697419216
855980,"살인의뢰","손용호","씨네그루(주)다우기술",2015-03-12,"한국","범죄","청소년관람불가","상업영화","일반영화","102분 34초","김상경","김성균","박성웅",9,25,6359,3,"김상경,김성균,박성웅",80774,1596723.14285714,0.502484190215775,783586.75,-0.0374840819965904,517319.125,-0.214300752213686,0,855980,-0.138255013492689
848148,"좋아해줘","박현진","씨제이이앤엠(주)",2016-02-17,"한국","멜로/로맨스","12세이상관람가","상업영화","일반영화","122분 50초","이미연","최지우","김주혁",19,54,11969,2,"이미연,최지우,김주혁",73132,979335.5,0.092504091271409,848148,0.00538821706738129,1553476.8,0.473766187630719,1,848148,-0.142202130053047
844103,"만추","김태용","씨제이엔터테인먼트",2011-02-17,"한국","멜로/로맨스","15세이상관람가","상업영화","일반영화","113분 0초","현빈","탕웨이","서정수",12,59,4115,2,"현빈,탕웨이,서정수",102565,3318921,1.64612037413043,844103,0.00270210969316277,844103,0.00270210969316277,1,327949,-0.40436838229787
837500,"대립군","정윤철","이십세기폭스코리아(주)",2017-05-31,"한국","드라마","15세이상관람가","상업영화","일반영화","129분 50초","이정재","여진구","김무열",28,62,10744,5,"이정재,여진구,김무열",136240,6074719.875,3.47612573383391,852545.4,0.00830833785041926,2451116.42857143,1.06984935838387,0,837500,-0.147568434590162
831804,"체포왕","임찬익","롯데쇼핑㈜롯데엔터테인먼트",2011-05-04,"한국","코미디","15세이상관람가","상업영화","일반영화","117분 0초","박중훈","이선균","김정태",246,1072,63271,5,"박중훈,이선균,김정태",35631,831804,-0.00546511764812612,1601921.66666667,0.505936302240451,1155996.2,0.209816726377616,1,831804,-0.150439064815877
827918,"손님","김광태","씨제이이앤엠(주)",2015-07-09,"한국","판타지","15세이상관람가","상업영화","일반영화","107분 13초","류승룡","이성민","천우희",18,40,7612,7,"류승룡,이성민,천우희",144967,4888570.07692308,2.68845559303237,1953083.11111111,0.739127240550327,442367.25,-0.264073010346938,1,827918,-0.152397503905962
824079,"뽀로로 극장판 공룡섬 대모험","김현호,윤제완","(주)넥스트엔터테인먼트월드(NEW)",2017-12-07,"한국","애니메이션","전체관람가","상업영화","일반영화","78분 36초","이선","이미자","함수정",9,22,4451,12,"이선,이미자,함수정",20700,733026,-0.0710592620759523,733026,-0.0710592620759523,634546.5,-0.136455185724742,1,824079,-0.154332256264902
821918,"남쪽으로 튀어","임순례","롯데쇼핑㈜롯데엔터테인먼트",2013-02-06,"한국","코미디","15세이상관람가","상업영화","일반영화","121분 0초","김윤석","오연수","한예리",26,67,12811,2,"김윤석,오연수,한예리",45840,4110368.63636364,2.17168609288053,821918,-0.0120299773518404,748098.6,-0.0610502084273377,1,1278779,0.0748242682492192
799275,"카트","부지영","(주)리틀빅픽쳐스",2014-11-13,"한국","드라마","12세이상관람가","상업영화","일반영화","103분 38초","염정아","문정희","김영애",51,195,30423,11,"염정아,문정희,김영애",101033,1138438.33333333,0.198157315962565,2613058.33333333,1.17738788609115,4188663.25,2.22367811736761,0,799275,-0.166832802634042
790954,"화이트: 저주의 멜로디","김곡,김선","씨제이이앤엠(주)",2011-06-09,"한국","공포(호러)","15세이상관람가","상업영화","일반영화","106분 0초","황우슬혜","함은정","최아라",4,4,700,6,"황우슬혜,함은정,최아라",18589,790954,-0.0325918138747829,790954,-0.0325918138747829,790954,-0.0325918138747829,1,790954,-0.171026361992921
