"y","title","director","dist","date","genre","grade","type2","type3","time","main1","main2","main3","b_screen","b_play","b_count","month","actor","first_count","main1_to_m","main1_to_s","main2_to_m","main2_to_s","main3_to_m","main3_to_s","dist_factor1","dir_to_m","dir_to_s"
4897551,"바람과 함께 사라지다","김주호","(주)넥스트엔터테인먼트월드(NEW)",2012-08-08,"코미디","12세이상관람가","상업영화","일반영화","121분 0초","차태현","오지호","민효린",19,98,20893,8,"차태현,오지호,민효린",172048,3566193.16666667,1.67594472866202,2554852.5,1.03766585620856,2501143.5,1.00376894976497,1,4897551,1.85512049173705
4786259,"조선명탐정 : 각시투구꽃의 비밀","김석윤","(주)쇼박스",2011-01-27,"코미디","12세이상관람가","상업영화","일반영화","115분 0초","김명민","한지민","오달수",25,90,13353,1,"김명민,한지민,오달수",97036,2334671,0.898704570276773,2709279,1.13512774570402,4127054.90909091,2.0299166516311,1,4329137,1.57351570885094
4774895,"군도: 민란의 시대","윤종빈","(주)쇼박스",2014-07-23,"사극","15세이상관람가","상업영화","일반영화","137분 28초","하정우","강동원","조진웅",44,72,13964,7,"하정우,강동원,조진웅",551841,5630512.83333333,2.97878132235531,5106452.5,2.64803556112722,3269154.54545455,1.48847725852924,1,4742674.5,1.77839127121
4710454,"범죄와의 전쟁: 나쁜놈들 전성시대","윤종빈","(주)쇼박스",2012-02-02,"범죄","청소년관람불가","상업영화","일반영화","133분 0초","최민식","하정우","신수정",26,57,11076,2,"최민식,하정우,신수정",166041,4688421.28571429,2.38420706010979,5630512.83333333,2.97878132235531,4710454,2.39811238053731,1,4742674.5,1.77839127121
4682492,"신세계","박훈정","(주)넥스트엔터테인먼트월드(NEW)",2013-02-21,"범죄","청소년관람불가","상업영화","일반영화","134분 0초","이정재","최민식","황정민",13,35,9191,2,"이정재,최민식,황정민",168935,6938669.85714286,3.80438738930131,4688421.28571429,2.38420706010979,5057681.58333333,2.61725518540959,1,1965624.25,0.402579569325356
4662822,"도가니","황동혁","씨제이이앤엠(주)",2011-09-22,"드라마","청소년관람불가","상업영화","일반영화","125분 0초","정유미","공유","허재호",232,843,102324,9,"정유미,공유,허재호",136094,2219955.375,0.826305069108561,5140730.75,2.66966930283346,4662822,2.36805079965289,1,5716370,2.26078141268203
4598583,"내 아내의 모든 것","민규동","(주)넥스트엔터테인먼트월드(NEW)",2012-05-17,"코미디","15세이상관람가","상업영화","일반영화","121분 0초","임수정","이선균","류승룡",278,1104,97689,5,"임수정,이선균,류승룡",87798,1206796,0.186878370662751,1416824.16666667,0.319431669290909,4803252.8,2.45667970150172,1,1915753.66666667,0.377872586752817
4571142,"판도라","박정우","(주)넥스트엔터테인먼트월드(NEW)",2016-12-07,"드라마","12세이상관람가","상업영화","일반영화","135분 40초","김남길","김영애","문정희",28,78,18372,12,"김남길,김영애,문정희",154652,2756673.33333333,1.16503933003731,5318459.33333333,2.78183763889637,3034695.66666667,1.34050521140226,1,4542084,1.67901433080826
4513026,"연가시","박정우","씨제이이앤엠(주)",2012-07-05,"공포(호러)","15세이상관람가","상업영화","일반영화","109분 0초","김명민","문정희","김동완",7,27,4236,7,"김명민,문정희,김동완",191274,2334671,0.898704570276773,3034695.66666667,1.34050521140226,4513026,2.27351131841837,1,4542084,1.67901433080826
4451351,"강철비","양우석","(주)넥스트엔터테인먼트월드(NEW)",2017-12-14,"액션","15세이상관람가","상업영화","일반영화","139분 36초","정우성","곽도원","김갑수",41,99,16112,12,"정우성,곽도원,김갑수",236952,3647687.16666667,1.72737734691435,2916067.42857143,1.26563637585733,3108818,1.38728541208335,1,7911901,3.34849570292597
4277071,"아가씨","박찬욱","씨제이이앤엠(주)",2016-06-01,"스릴러","청소년관람불가","상업영화","일반영화","144분 44초","김민희","김태리","하정우",30,55,10768,6,"김민희,김태리,하정우",290024,1455606,0.343907719416793,4277071,2.12459503697767,5630512.83333333,2.97878132235531,1,4277071,1.54772106863141
4131248,"용의자","원신연","(주)쇼박스",2013-12-24,"액션","15세이상관람가","상업영화","일반영화","137분 32초","공유","박희순","조성하",23,92,19615,12,"공유,박희순,조성하",334061,5140730.75,2.66966930283346,1197235.625,0.180844612131766,2410648.66666667,0.946655711776384,1,3393971,1.11021392811987
4057546,"댄싱퀸","이석훈","씨제이이앤엠(주)",2012-01-18,"코미디","12세이상관람가","상업영화","일반영화","124분 0초","황정민","엄정화","정성화",17,86,14333,1,"황정민,엄정화,정성화",46500,5057681.58333333,2.61725518540959,1362057.5,0.284867246638699,1531902,0.392059767937907,1,6821259,2.80816769619765
4018341,"꾼","장창원","(주)쇼박스",2017-11-22,"범죄","15세이상관람가","상업영화","일반영화","116분 55초","현빈","유지태","배성우",49,189,38739,11,"현빈,유지태,배성우",213172,3967023,1.9289170677542,1608761.66666667,0.440567558630079,1908599.16666667,0.629801461435593,1,4018341,1.41954054268355
4001813,"타짜-신의 손","강형철","롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,"드라마","청소년관람불가","상업영화","일반영화","147분 4초","최승현","신세경","곽도원",28,84,16803,9,"최승현,신세경,곽도원",201749,2523167.5,1.01766877041912,2386756,0.931576535349938,2916067.42857143,1.26563637585733,1,5665316.5,2.23548838720575
3893216,"박수건달","조진규","(주)쇼박스",2013-01-09,"코미디","15세이상관람가","상업영화","일반영화","128분 0초","박신양","김정태","엄지원",14,40,10240,1,"박신양,김정태,엄지원",106959,3893216,1.88233588073,1237044.25,0.205968692588917,2716693.33333333,1.13980709112735,1,3893216,1.35755086885669
3872015,"조선명탐정 : 사라진 놉의 딸","김석윤","(주)쇼박스",2015-02-11,"사극","12세이상관람가","상업영화","일반영화","124분 53초","김명민","오달수","이연희",14,34,8202,2,"김명민,오달수,이연희",113443,2334671,0.898704570276773,4127054.90909091,2.0299166516311,3872015,1.86895547309794,1,4329137,1.57351570885094
3829891,"남한산성","황동혁","씨제이이앤엠(주)",2017-10-03,"사극","15세이상관람가","상업영화","일반영화","140분 0초","이병헌","김윤석","박해일",40,155,28918,10,"이병헌,김윤석,박해일",444585,4845691.33333333,2.48346357373921,3990354.5,1.94364207981342,2652617.875,1.0993676896033,1,5716370,2.26078141268203
3586523,"귀향","조정래","(주)와우픽쳐스",2016-02-24,"드라마","15세이상관람가","상업영화","일반영화","127분 13초","손숙","강하나","최리",21,47,11054,2,"손숙,강하나,최리",158174,3586523,1.68877532425147,3586523,1.68877532425147,3586523,1.68877532425147,0,3586523,1.20560841902665
3562123,"신의 한 수","조범구","(주)쇼박스",2014-07-03,"범죄","청소년관람불가","상업영화","일반영화","117분 31초","정우성","안성기","이범수",504,1320,73945,7,"정우성,안성기,이범수",181459,3647687.16666667,1.72737734691435,1185015.14285714,0.173132002701465,3866104.33333333,1.86522512408717,1,3343596,1.08525704644932
3450941,"부러진 화살","정지영","(주)넥스트엔터테인먼트월드(NEW)",2012-01-18,"드라마","15세이상관람가","상업영화","일반영화","100분 0초","안성기","박원상","나영희",9,83,18184,1,"안성기,박원상,나영희",30872,1185015.14285714,0.173132002701465,1267063.66666667,0.224914592870831,3450941,1.60320660449435,1,1891780,0.365995505617148
3423920,"스파이","이승준","씨제이이앤엠(주)",2013-09-05,"액션","15세이상관람가","상업영화","일반영화","121분 6초","설경구","문소리","다니엘 헤니",31,128,25297,9,"설경구,문소리,다니엘 헤니",133131,2036161.875,0.710309033538343,1290384.6,0.239632936079182,3423920,1.58615306953722,1,1721586,0.281677659085362
3417677,"그것만이 내 세상","최성현","씨제이이앤엠(주)",2018-01-17,"코미디","12세이상관람가","상업영화","일반영화","120분 27초","이병헌","윤여정","박정민",55,128,22707,1,"이병헌,윤여정,박정민",126797,4845691.33333333,2.48346357373921,1052035.4,0.0892056234629408,1560506.33333333,0.410112578656434,1,3417677,1.1219584013086
3280243,"아이 캔 스피크","김현석","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,"코미디","12세이상관람가","상업영화","일반영화","118분 32초","나문희","이제훈","박철민",37,162,31512,9,"나문희,이제훈,박철민",87136,5968320,3.19197869941457,1835751.85714286,0.583825955736433,1472678.16666667,0.354682331423895,1,1952838.33333333,0.396245145319408
3125069,"퀵","조범구","씨제이이앤엠(주)",2011-07-20,"코미디","15세이상관람가","상업영화","일반영화","115분 0초","고창석","강예원","이민기",179,625,60106,7,"고창석,강예원,이민기",65763,1799868,0.561178880787975,751712.375,-0.100334704625133,1526466.2,0.388629117506022,1,3343596,1.08525704644932
3119023,"감기","김성수","아이러브시네마",2013-08-14,"드라마","15세이상관람가","상업영화","일반영화","121분 23초","장혁","수애","박민하",325,1067,126800,8,"장혁,수애,박민하",304661,1992533.66666667,0.682774331790467,1911023.5,0.63133151040668,3119023,1.39372600733288,0,2856525.5,0.843951620469789
3044134,"스물","이병헌","(주)넥스트엔터테인먼트월드(NEW)",2015-03-25,"코미디","15세이상관람가","상업영화","일반영화","115분 26초","김우빈","이준호","강하늘",58,167,18501,3,"김우빈,이준호,강하늘",151161,2859983,1.23024028529097,3044134,1.34646194680942,2356279.33333333,0.912342054746825,1,2114051.5,0.47611368972111
3001530,"오싹한 연애","황인호","씨제이이앤엠(주)",2011-12-01,"공포(호러)","12세이상관람가","상업영화","일반영화","114분 0초","손예진","이민기","신동훈",29,61,7826,12,"손예진,이민기,신동훈",60615,3643391,1.72466594361944,1526466.2,0.388629117506022,3001530,1.31957364499552,1,1763906,0.302643916798473
2982022,"형","권수경","씨제이이앤엠(주)",2016-11-23,"코미디","12세이상관람가","상업영화","일반영화","109분 57초","조정석","도경수","박신혜",46,99,20515,11,"조정석,도경수,박신혜",75882,1734043.75,0.519635779185454,1186290.33333333,0.173936802870322,1420025.66666667,0.32145220488046,1,2982022,0.906125343558007
2971475,"친구 2","곽경택","롯데쇼핑㈜롯데엔터테인먼트",2013-11-14,"액션","청소년관람불가","상업영화","일반영화","123분 39초","유오성","주진모","김우빈",11,43,8124,11,"유오성,주진모,김우빈",304184,1215623.75,0.192449753780244,1621038.5,0.448315732510129,2859983,1.23024028529097,1,1550335.75,0.196836523099194
2963449,"26년","조근현","(주)인벤트스톤,영화사청어람(주)",2012-11-29,"액션","15세이상관람가","상업영화","일반영화","135분 0초","진구","한혜진","임슬옹",30,108,25561,11,"진구,한혜진,임슬옹",113921,1147073.66666667,0.149186320064282,2471380,0.984984564002171,1529432,0.390500897750123,0,865583,-0.142405032341761
2945137,"고지전","장훈","(주)쇼박스",2011-07-20,"드라마","15세이상관람가","상업영화","일반영화","133분 0초","신하균","고수","이제훈",182,616,73808,7,"신하균,고수,이제훈",98066,1086108.85714286,0.110710115987122,1419273.5,0.320977496300333,1835751.85714286,0.583825955736433,1,7522554,3.15560464569944
2931897,"프리즌","나현","(주)쇼박스",2017-03-23,"범죄","청소년관람불가","상업영화","일반영화","124분 49초","한석규","김래원","정웅인",871,2563,108154,3,"한석규,김래원,정웅인",168336,1811982,0.568824287044984,1407836.75,0.313759517101898,2931897,1.27562675925222,1,2931897,0.881292317379612
2860786,"극비수사","곽경택","(주)쇼박스",2015-06-18,"드라마","15세이상관람가","상업영화","일반영화","107분 10초","김윤석","유해진","송영창",18,37,6663,6,"김윤석,유해진,송영창",181737,3990354.5,1.94364207981342,3925144.28571429,1.90248650937253,2478080.5,0.989213393837493,1,1550335.75,0.196836523099194
2841788,"표적","창","씨제이이앤엠(주)",2014-04-30,"액션","15세이상관람가","상업영화","일반영화","98분 5초","류승룡","유준상","이진욱",18,34,7010,4,"류승룡,유준상,이진욱",105838,4803252.8,2.45667970150172,940508.666666667,0.0188187004936108,2021923,0.701322572912804,1,1661387.5,0.251853999705809
2721903,"내가 살인범이다","정병길","(주)쇼박스",2012-11-08,"액션","청소년관람불가","상업영화","일반영화","119분 0초","정재영","박시후","최원영",214,688,62074,11,"정재영,박시후,최원영",96151,831651.857142857,-0.0498831760666824,2721903,1.14309502394313,2721903,1.14309502394313,1,2721903,0.777256676495705
2675618,"곤지암","정범식","(주)쇼박스",2018-03-28,"공포(호러)","15세이상관람가","상업영화","일반영화","94분 11초","위하준","박지현","오아연",153,623,68083,3,"위하준,박지현,오아연",198365,2675618,1.11388356376435,2675618,1.11388356376435,2675618,1.11388356376435,1,1412399.5,0.128499874576509
2672608,"탐정: 리턴즈","이언희","씨제이이앤엠(주)",2018-06-13,"코미디","15세이상관람가","상업영화","일반영화","116분 18초","권상우","성동일","이광수",25,94,15947,6,"권상우,성동일,이광수",235184,2649147,1.09717714565066,1849400.66666667,0.592440013333764,1038769.25,0.0808330705310916,1,2672608,0.752834850551286
2663170,"소원","이준익","롯데쇼핑㈜롯데엔터테인먼트",2013-10-02,"드라마","12세이상관람가","상업영화","일반영화","122분 30초","설경구","엄지원","이레",78,239,48186,10,"설경구,엄지원,이레",91705,2036161.875,0.710309033538343,2716693.33333333,1.13980709112735,1484644.5,0.362234542067788,1,3109405,0.969233680190076
2656694,"살인자의 기억법","원신연","(주)쇼박스",2017-09-06,"범죄","15세이상관람가","상업영화","일반영화","118분 0초","설경구","김남길","설현",7,17,4720,9,"설경구,김남길,설현",143580,2036161.875,0.710309033538343,2756673.33333333,1.16503933003731,2656694,1.1019402198641,1,3393971,1.11021392811987
2625686,"탐정 : 더 비기닝","김정훈","씨제이이앤엠(주)",2015-09-24,"코미디","15세이상관람가","상업영화","일반영화","119분 58초","권상우","성동일","박해준",49,200,24775,9,"권상우,성동일,박해준",50533,2649147,1.09717714565066,1849400.66666667,0.592440013333764,2625686,1.08237040335284,1,2625686,0.729588660938466
2621436,"후궁 : 제왕의 첩","김대승","롯데쇼핑㈜롯데엔터테인먼트",2012-06-06,"사극","청소년관람불가","상업영화","일반영화","122분 0초","조여정","김동욱","김민준",407,1179,87465,6,"조여정,김동욱,김민준",272166,1404193.66666667,0.311460288761839,860770.25,-0.0315059313131698,707635.75,-0.12815241178733,1,1625006,0.233829805353504
2601572,"지금 만나러 갑니다","이장훈","롯데쇼핑㈜롯데엔터테인먼트",2018-03-14,"멜로/로맨스","12세이상관람가","상업영화","일반영화","131분 58초","소지섭","손예진","김지환",35,130,22580,3,"소지섭,손예진,김지환",89772,2832967,1.21318990594151,3643391,1.72466594361944,2601572,1.06715153869365,1,2601572,0.717642055586529
2595625,"위험한 상견례","김진영","롯데쇼핑㈜롯데엔터테인먼트",2011-03-31,"코미디","12세이상관람가","상업영화","일반영화","118분 0초","송새벽","이시영","백윤식",333,2095,137323,3,"송새벽,이시영,백윤식",64842,627048.833333333,-0.179012550215299,1434638.33333333,0.33067457347588,3619393,1.70952028905813,1,1534159,0.188822205767896
2594028,"아수라","김성수","씨제이이앤엠(주)",2016-09-28,"범죄","청소년관람불가","상업영화","일반영화","132분 21초","정우성","황정민","주지훈",44,122,24846,9,"정우성,황정민,주지훈",475482,3647687.16666667,1.72737734691435,5057681.58333333,2.61725518540959,3416817,1.58167021328466,1,2856525.5,0.843951620469789
2564340,"기술자들","김홍선","롯데쇼핑㈜롯데엔터테인먼트",2014-12-24,"범죄","15세이상관람가","상업영화","일반영화","116분 24초","김우빈","김영철","고창석",477,1409,63883,12,"김우빈,김영철,고창석",274404,2859983,1.23024028529097,2564340,1.04365362175779,1799868,0.561178880787975,1,1296817,0.07123776488545
2471721,"반창꼬","정기훈","(주)넥스트엔터테인먼트월드(NEW)",2012-12-19,"멜로/로맨스","15세이상관람가","상업영화","일반영화","120분 0초","고수","한효주","마동석",265,829,62365,12,"고수,한효주,마동석",149211,1419273.5,0.320977496300333,3651707,1.72991435029216,1761397,0.536899004272093,1,2471721,0.653311017535841
2435211,"화차","변영주","필라멘트픽쳐스",2012-03-08,"미스터리","15세이상관람가","상업영화","일반영화","117분 0초","이선균","김민희","조성하",13,36,6386,3,"이선균,김민희,조성하",74855,1416824.16666667,0.319431669290909,1455606,0.343907719416793,2410648.66666667,0.946655711776384,0,2435211,0.635223161460565
2420729,"재심","김태윤","오퍼스픽쳐스,CGV아트하우스",2017-02-15,"드라마","15세이상관람가","상업영화","일반영화","118분 54초","정우","강하늘","김해숙",15,63,13133,2,"정우,강하늘,김해숙",121122,3076008.75,1.36657878790985,2356279.33333333,0.912342054746825,1042938.5,0.0834643739847019,0,2420729,0.62804846051063
2393086,"의뢰인","손영성","(주)쇼박스",2011-09-29,"스릴러","15세이상관람가","상업영화","일반영화","123분 0초","박희순","장혁","하정우",224,788,77796,9,"박희순,장혁,하정우",93065,1197235.625,0.180844612131766,1992533.66666667,0.682774331790467,5630512.83333333,2.97878132235531,1,2393086,0.61435351103134
2391963,"화이: 괴물을 삼킨 아이","장준환","(주)쇼박스",2013-10-09,"액션","청소년관람불가","상업영화","일반영화","125분 11초","여진구","김윤석","조진웅",8,31,7632,10,"여진구,김윤석,조진웅",360280,852545.4,-0.0366968112581064,3990354.5,1.94364207981342,3269154.54545455,1.48847725852924,1,4811866.5,1.81267050806458
2359174,"박열","이준익","메가박스중앙(주)플러스엠",2017-06-28,"드라마","12세이상관람가","상업영화","일반영화","128분 30초","이제훈","최희서","김인우",29,119,19175,6,"이제훈,최희서,김인우",201987,1835751.85714286,0.583825955736433,2359174,0.914168941212508,1763800.5,0.538415904877898,0,3109405,0.969233680190076
2232179,"7광구","김지훈","씨제이이앤엠(주)",2011-08-04,"SF","15세이상관람가","상업영화","일반영화","101분 0초","하지원","박철민","이한위",36,109,14629,8,"하지원,박철민,이한위",201006,1114558.2,0.128665108878636,1472678.16666667,0.354682331423895,2232179,0.834019662063682,1,2232179,0.534636648322373
2199048,"마당을 나온 암탉","오성윤,민성아","롯데쇼핑㈜롯데엔터테인먼트",2011-07-28,"애니메이션","전체관람가","상업영화","일반영화","93분 0초","문소리","박철민","최민식",271,1268,60626,7,"문소리,박철민,최민식",46338,1290384.6,0.239632936079182,1472678.16666667,0.354682331423895,4688421.28571429,2.38420706010979,1,2199048,0.518222823079153
2192243,"악의 연대기","백운학","씨제이이앤엠(주)",2015-05-14,"스릴러","15세이상관람가","상업영화","일반영화","102분 0초","손현주","마동석","최다니엘",22,65,12711,5,"손현주,마동석,최다니엘",114540,1892968.5,0.619936611119054,1761397,0.536899004272093,1136503.66666667,0.142515365455021,1,2192243,0.514851476582515
2192172,"강남 1970","유하","(주)쇼박스",2015-01-21,"액션","청소년관람불가","상업영화","일반영화","135분 7초","이민호","김래원","정진영",12,48,10822,1,"이민호,김래원,정진영",152329,1740259.66666667,0.523558778044327,1407836.75,0.313759517101898,1242258.66666667,0.209259623231974,1,1902363,0.371238556311331
2142622,"마이 웨이","강제규","에스케이플래닛(주),씨제이이앤엠(주)",2011-12-21,"전쟁","15세이상관람가","상업영화","일반영화","137분 0초","장동건","오다기리 조","판빙빙",9,44,7574,12,"장동건,오다기리 조,판빙빙",110253,1757969,0.534735519655201,2142622,0.777498310886616,2142622,0.777498310886616,1,1651778.5,0.247093490009087
2135614,"나의 사랑 나의 신부","임찬상","씨네그루(주)다우기술",2014-10-08,"멜로/로맨스","15세이상관람가","상업영화","일반영화","111분 1초","조정석","신민아","윤정희",81,212,12831,10,"조정석,신민아,윤정희",88406,1734043.75,0.519635779185454,1099184,0.118962120198059,2135614,0.773075411179738,0,2135614,0.486796225920045
2108273,"굿바이 싱글","김태곤","(주)쇼박스",2016-06-29,"코미디","15세이상관람가","상업영화","일반영화","119분 58초","김혜수","마동석","김현수",56,153,31562,6,"김혜수,마동석,김현수",122543,4200549,2.07630035498998,1761397,0.536899004272093,842744,-0.0428826858567072,1,2108273,0.473250893875287
2095375,"몽타주","정근섭","(주)넥스트엔터테인먼트월드(NEW)",2013-05-16,"스릴러","15세이상관람가","상업영화","일반영화","119분 43초","엄정화","김상경","송영창",15,42,10506,5,"엄정화,김상경,송영창",83490,1362057.5,0.284867246638699,1401446.75,0.309726650502732,2478080.5,0.989213393837493,1,2095375,0.466860941323687
2083999,"내부자들: 디 오리지널","우민호","(주)쇼박스",2015-12-31,"범죄","청소년관람불가","상업영화","일반영화","180분 45초","이병헌","조승우","백윤식",3,7,1082,12,"이병헌,조승우,백윤식",159066,4845691.33333333,2.48346357373921,2674182.5,1.11297758880299,3619393,1.70952028905813,1,3488885.66666667,1.15723673913328
2053947,"뷰티 인사이드","백","(주)넥스트엔터테인먼트월드(NEW)",2015-08-20,"판타지","12세이상관람가","상업영화","일반영화","126분 40초","한효주","김대명","도지한",81,237,29229,8,"한효주,김대명,도지한",114401,3651707,1.72991435029216,1627761.5,0.452558762579955,1034166.5,0.0779281758927022,1,2053947,0.446336600006609
2044564,"봉이 김선달","박대민","씨제이이앤엠(주)",2016-07-06,"사극","12세이상관람가","상업영화","일반영화","120분 30초","유승호","조재현","고창석",15,66,12393,7,"유승호,조재현,고창석",136701,1336570,0.268781536553218,1046480,0.0856994908956478,1799868,0.561178880787975,1,2044564,0.441688055674801
1979311,"남자가 사랑할 때","한동욱","(주)넥스트엔터테인먼트월드(NEW)",2014-01-22,"멜로/로맨스","15세이상관람가","상업영화","일반영화","120분 0초","황정민","한혜진","곽도원",11,29,6982,1,"황정민,한혜진,곽도원",98730,5057681.58333333,2.61725518540959,2471380,0.984984564002171,2916067.42857143,1.26563637585733,1,1979311,0.409360285954725
1891993,"오늘의 연애","박진표","씨제이이앤엠(주)",2015-01-14,"멜로/로맨스","15세이상관람가","상업영화","일반영화","118분 30초","이승기","문채원","이서진",9,35,7684,1,"이승기,문채원,이서진",133838,1616071,0.44518063629239,1272223,0.228170759236083,1891993,0.619320952063109,1,1891993,0.366101030496469
1888100,"글러브","강우석","씨제이엔터테인먼트",2011-01-20,"드라마","전체관람가","상업영화","일반영화","144분 0초","강신일","김혜성","유선",15,59,9958,1,"강신일,김혜성,유선",69230,985688.5,0.047332666190928,1888100,0.616863995933132,688740.4,-0.140077674055646,1,1532182.33333333,0.187842921676538
1864408,"아이들...","이규만","롯데쇼핑㈜롯데엔터테인먼트",2011-02-17,"범죄","15세이상관람가","상업영화","일반영화","132분 0초","박용우","류승룡","성동일",222,1497,129489,2,"박용우,류승룡,성동일",120980,813266,-0.0614868864216831,4803252.8,2.45667970150172,1849400.66666667,0.592440013333764,1,1864408,0.352434815491362
1857392,"코리아","문현성","씨제이이앤엠(주)",2012-05-03,"드라마","12세이상관람가","상업영화","일반영화","127분 0초","하지원","배두나","한예리",17,93,17817,5,"하지원,배두나,한예리",68660,1114558.2,0.128665108878636,4487992,2.25771182194834,706193.111111111,-0.129062892255195,1,1857392,0.348958934959339
1854867,"노무현입니다","이창재","CGV아트하우스,영화사 풀",2017-05-25,"다큐멘터리","12세이상관람가","상업영화","일반영화","109분 7초","노무현","이상호","선대규",25,50,7328,5,"노무현,이상호,선대규",78816,1024222.5,0.071652303363422,667795.333333333,-0.153296556649901,1854867,0.595889934009805,0,942944.5,-0.104078445714331
1854625,"집으로 가는 길","방은진","씨제이이앤엠(주)",2013-12-11,"드라마","15세이상관람가","상업영화","일반영화","130분 31초","전도연","고수","류태호",14,56,10389,12,"전도연,고수,류태호",90148,736143.25,-0.110160714670631,1419273.5,0.320977496300333,1854625,0.595737202598694,1,1143751,-0.00459449416736174
1766285,"공범","국동석","씨제이이앤엠(주)",2013-10-24,"스릴러","15세이상관람가","상업영화","일반영화","95분 45초","손예진","김갑수","임형준",7,29,6386,10,"손예진,김갑수,임형준",114573,3643391,1.72466594361944,3108818,1.38728541208335,1766285,0.539983926327917,1,1766285,0.303822525661883
1762742,"대호","박훈정","(주)넥스트엔터테인먼트월드(NEW)",2015-12-16,"사극","12세이상관람가","상업영화","일반영화","139분 16초","최민식","정만식","김상호",27,92,19064,12,"최민식,정만식,김상호",128396,4688421.28571429,2.38420706010979,677482.25,-0.147182934948196,1163268.2,0.159407038776186,1,1965624.25,0.402579569325356
1737253,"전설의 주먹","강우석","씨제이이앤엠(주)",2013-04-10,"드라마","청소년관람불가","상업영화","일반영화","153분 7초","황정민","유준상","이요원",27,142,28572,4,"황정민,유준상,이요원",88068,5057681.58333333,2.61725518540959,940508.666666667,0.0188187004936108,1111977,0.127036057976326,1,1532182.33333333,0.187842921676538
1735640,"제보자","임순례","메가박스중앙(주)플러스엠",2014-10-02,"드라마","12세이상관람가","상업영화","일반영화","113분 39초","박해일","유연석","이경영",25,104,21156,10,"박해일,유연석,이경영",107854,2652617.875,1.0993676896033,605284.8,-0.192748300308119,487110.833333333,-0.267330435372419,0,1278779,0.0623013434150084
1726202,"러브픽션","전계수","(주)넥스트엔터테인먼트월드(NEW)",2012-02-29,"멜로/로맨스","15세이상관람가","상업영화","일반영화","121분 0초","하정우","공효진","이병준",25,61,12819,2,"하정우,공효진,이병준",165606,5630512.83333333,2.97878132235531,828201.75,-0.0520606129774759,1726202,0.514686681900007,1,1726202,0.283964526892634
1713891,"파파로티","윤종찬","(주)쇼박스",2013-03-14,"드라마","15세이상관람가","상업영화","일반영화","127분 0초","한석규","이제훈","오달수",25,111,23386,3,"한석규,이제훈,오달수",59752,1811982,0.568824287044984,1835751.85714286,0.583825955736433,4127054.90909091,2.0299166516311,1,1713891,0.277865387036629
1707487,"쎄시봉","김현석","씨제이이앤엠(주)",2015-02-05,"멜로/로맨스","15세이상관람가","상업영화","일반영화","122분 30초","김윤석","정우","한효주",25,66,11447,2,"김윤석,정우,한효주",96139,3990354.5,1.94364207981342,3076008.75,1.36657878790985,3651707,1.72991435029216,1,1952838.33333333,0.396245145319408
1640351,"그대를 사랑합니다","추창민","(주)넥스트엔터테인먼트월드(NEW)",2011-02-17,"드라마","15세이상관람가","다양성영화","예술영화","118분 0초","이순재","윤소정","송재호",137,490,32275,2,"이순재,윤소정,송재호",23905,1640351,0.460504267126151,1640351,0.460504267126151,828682.5,-0.0517572013002383,1,6979946.5,2.88678496984721
1613392,"우아한 거짓말","이한","CGV아트하우스",2014-03-13,"드라마","12세이상관람가","상업영화","일반영화","117분 10초","김희애","고아성","김유정",62,149,15982,3,"김희애,고아성,김유정",54153,1463837.5,0.349102796319927,1037085.66666667,0.0797705248359567,968906,0.0367408690547007,0,1341414,0.0933320984211682
1612554,"하울링","유하","씨제이이앤엠(주)",2012-02-16,"범죄","15세이상관람가","상업영화","일반영화","114분 0초","송강호","이나영","이민호",26,31,4880,2,"송강호,이나영,이민호",103979,7164707.85714286,3.94704483849413,1612554,0.442960981859015,1740259.66666667,0.523558778044327,1,1902363,0.371238556311331
1593694,"더 폰","김봉주","(주)넥스트엔터테인먼트월드(NEW)",2015-10-22,"스릴러","15세이상관람가","상업영화","일반영화","114분 29초","손현주","엄지원","배성우",37,88,18634,10,"손현주,엄지원,배성우",97241,1892968.5,0.619936611119054,2716693.33333333,1.13980709112735,1908599.16666667,0.629801461435593,1,1593694,0.218317152671252
1552055,"용의자X","방은진","씨제이이앤엠(주)",2012-10-18,"미스터리","15세이상관람가","상업영화","일반영화","119분 0초","류승범","이요원","조진웅",28,71,13690,10,"류승범,이요원,조진웅",84818,1819508,0.573574107706224,1111977,0.127036057976326,3269154.54545455,1.48847725852924,1,1143751,-0.00459449416736174
1507084,"퍼펙트 게임","박희곤","롯데쇼핑㈜롯데엔터테인먼트",2011-12-21,"드라마","12세이상관람가","상업영화","일반영화","127분 0초","조승우","양동근","최정원",237,833,64666,12,"조승우,양동근,최정원",33304,2674182.5,1.11297758880299,584094.333333333,-0.206122060126699,1507084,0.376396593719114,1,1507084,0.175408655966798
1472006,"차이나타운","한준희","CGV아트하우스",2015-04-29,"범죄","청소년관람불가","상업영화","일반영화","109분 48초","김혜수","김고은","엄태구",22,39,6348,4,"김혜수,김고은,엄태구",90899,4200549,2.07630035498998,901048.25,-0.00608561818622437,744432.5,-0.104929190498936,0,1472006,0.158030244150623
