y,title,director,dist,date,country,genre,grade,type2,type3,time,main1,main2,main3,b_screen,b_play,b_count
1,유출 미인뷰티샵의 정체,코지마 유카,(주)도키엔터테인먼트,2017-06-15,일본,성인물(에로),청소년관람불가,상업영화,일반영화,56분 25초,,,,,,
1,유어 무브,루크 고스,모비딕엔터테인먼트(주),2017-12-14,미국,액션,15세이상관람가,상업영화,일반영화,99분 24초,루크 고스,로버트 다비,,,,
1,유사성행위 술집,카와사키 군지,(주)도키엔터테인먼트,2018-02-08,일본,성인물(에로),청소년관람불가,상업영화,일반영화,61분 57초,,,,,,
1,유부녀의 허벅지 사이,야마자키 쿠니노리,(주)도키엔터테인먼트,2016-03-02,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,61분 33초,오오시로 카에데,,,,,
1,유부녀의 하얀 속살,쿠보데라 카즈토,(주)도키엔터테인먼트,2016-08-03,일본,성인물(에로),청소년관람불가,상업영화,일반영화,62분 34초,로버 미미,,,,,
1,유부녀의 음담패설-실화,하세가와 쿠니히로,(주)도키엔터테인먼트,2015-11-11,일본,성인물(에로),청소년관람불가,상업영화,일반영화,63분 37초,모리시타 리온,,,,,
1,유부녀의 육체정산,긴 류지,(주)도키엔터테인먼트,2017-08-03,일본,성인물(에로),청소년관람불가,상업영화,일반영화,61분 30초,,,,,,
1,유부녀의 위험한 알바-위층 남자와,긴다이치 코고로,(주)플라이어,2016-12-07,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 56초,하즈키 노조미,,,,,
1,유부녀의 비밀 정력제,드래곤 니시카와,(주)도키엔터테인먼트,2018-06-14,일본,성인물(에로),청소년관람불가,상업영화,일반영화,64분 31초,,,,,,
1,유부녀의 불륜고백,나가에 타카미,(주)영진크리에이티브,2018-02-21,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,51분 28초,,,,,,
1,유부녀의 누드 알바,나카메구로 코우지,(주)플라이어,2017-10-20,일본,드라마,청소년관람불가,상업영화,일반영화,60분 27초,마츠시마 아오이,,,,,
1,유부녀의 각성 - 수치심,카타오카 슈지,(주)도키엔터테인먼트,2016-04-06,일본,성인물(에로),청소년관람불가,상업영화,일반영화,63분 54초,마츠이 사키,아라이 마도카,,,,
1,유부녀와 불기둥,테이 쟈가,(주)도키엔터테인먼트,2016-11-03,일본,성인물(에로),청소년관람불가,상업영화,일반영화,62분 17초,아오야마 아오이,,,,,
1,유부녀들:쾌락 스와핑,카츠야마 시게오,(주)영진크리에이티브,2016-02-06,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,53분 37초,무라타 마키코,와카츠키 아야,,,,
1,유부녀들:잘하는 남자를 좋아해,나가에 타카미,(주)영진크리에이티브,2017-06-30,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,53분 46초,,,,,,
1,유부녀들(무삭제),경석호,(주)소나무픽쳐스,2016-02-17,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,99분 53초,김소현,,,,,
1,유부녀:탐스러운 옆집남자의 물건,네지메 지로,(주)영진크리에이티브,2017-12-28,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,53분 4초,,,,,,
1,유부녀 정사 시승식,카타오카 슈지,(주)도키엔터테인먼트,2016-03-02,일본,성인물(에로),청소년관람불가,상업영화,일반영화,63분 51초,카토리 코노미,,,,,
1,유부녀 육즙의 파티,하마노 사치,(주)도키엔터테인먼트,2017-03-01,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,62분 45초,타케우치 유키노,,,,,
1,유부녀 여사원 - 성희롱,아라키 타로,(주)도키엔터테인먼트,2016-04-20,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 27초,아다치 아미,사토미 요코,,,,
1,유부녀 야썰,최석원,(주)씨맥스커뮤니케이션즈,2017-12-05,한국,성인물(에로),청소년관람불가,상업영화,일반영화,88분 20초,최석원(각본),최원석,이승민,,,
1,유부녀 성노예생활,우수바시 수이,(주)도키엔터테인먼트,2016-08-24,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 53초,하타노 유이,,,,,
1,유부녀 매춘 실제상황,이케시마 유타카,(주)도키엔터테인먼트,2016-05-02,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,60분 26초,나카모리 레이코,,,,,
1,유부녀 만남 사이트,타카하라 요시카즈,(주)도키엔터테인먼트,2016-04-27,일본,성인물(에로),청소년관람불가,상업영화,일반영화,63분 36초,키타가와 에미,,,,,
1,유부녀 가정부의 정사,아즈마 지로,(주)도키엔터테인먼트,2015-10-14,일본,성인물(에로),청소년관람불가,상업영화,일반영화,63분 41초,아사오카 사키,아사이 마이카,,,,
1,유부녀 가정부와 호기심 많은 아들래미,나카메구로 코우지,(주)플라이어,2018-05-03,일본,드라마,청소년관람불가,상업영화,일반영화,60분 6초,미즈타니 코코네,,,,,
1,유부녀 - 남편 외출중,스기야마 타로,(주)도키엔터테인먼트,2016-04-13,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 0초,무라카미 유우,,,,,
1,유니폼을 벗은 여사원,나카무라 켄타로,(주)도키엔터테인먼트,2017-05-25,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 21초,,,,,,
1,유니폼을 벗은 관리인,후지타 마키,(주)도키엔터테인먼트,2018-01-18,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 37초,,,,,,
1,위험한 중독 무삭제판,최율권희,(주)블루브릭,2016-01-13,한국,드라마,청소년관람불가,상업영화,일반영화,98분 39초,고원,황지후,류한홍,,,
1,위험한 유혹,제임스 프랭코,(주)케이알씨지,2016-12-28,미국,드라마,청소년관람불가,상업영화,일반영화,110분 13초,제임스 프랭코,로건 마샬-그린,대니 맥브라이드,,,
1,위험한 섹스: 아야노의 불륜,토모마츠 나오유키,(주)아컴스튜디오,2016-04-18,일본,성인물(에로),청소년관람불가,상업영화,일반영화,67분 37초,코토노,우사기츠바사,,,,
1,위험한 비디오:죽음의 정사,우다가와 다이고,(주)영진크리에이티브,2018-06-07,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,72분 48초,,,,,,
1,위자: 레저렉션,이스라엘 루나,(주)케이알씨지,2017-05-09,미국,공포(호러),15세이상관람가,상업영화,일반영화,85분 3초,,,,,,
1,위스퍼,스튜어트 헨들러,㈜코리아스크린,2011-02-17,미국,범죄,15세이상관람가,상업영화,일반영화,95분 0초,조쉬 홀로웨이(맥스 ),블레이크 우드러프(데이빗 ),,,,
1,위드,박성수,주식회사 대양미디어,2017-01-19,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,98분 50초,하소미,어현규,김병춘,,,
1,위기의 여자들,아마엔보 쇼군,(주)영진크리에이티브,2017-05-24,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,60분 39초,호죠 마키,,,,,
1,위 고 온,제시 홀랜드,(주)피터팬픽쳐스,2017-12-27,미국,드라마,15세이상관람가,상업영화,일반영화,89분 1초,,,,,,
1,월세부인,네지메 지로,(주)영진크리에이티브,2016-09-10,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,53분 59초,타치바나 지로,,,,,
1,월드워2: 나치의 침공,우베 볼,(주)소나무픽쳐스,2016-04-28,미국,액션,청소년관람불가,상업영화,일반영화,79분 4초,나타샤 맬스,클린트 하워드,브렌단 플레처,,,
1,원나잇 스캔들: 모닝 애프터,산라 J. 켈,주식회사 풍경소리,2016-08-05,미국,멜로/로맨스,청소년관람불가,상업영화,일반영화,78분 2초,미쉘 롬바도,바네사 에비건,로베르토 어과이어,,,
1,원 밀리언 킥,"알렉스 패드루,올리버 주어스",(주)박수엔터테인먼트,2016-02-18,독일,액션,15세이상관람가,상업영화,일반영화,102분 18초,마틴 바덴,,,,,
1,워리 돌스,패드레이그 레이놀즈,(주)퍼스트런,2016-10-27,미국,공포(호러),청소년관람불가,상업영화,일반영화,85분 5초,티나 리포드,사만다 스미스,,,,
1,웅덩이의 두 사람,호리이 히카루,(주)엘케이픽쳐스,2016-01-14,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,62분 29초,산단 토모아키,,,,,
1,울프캅,로웰 딘,주식회사 루믹스미디어,2016-01-07,캐나다,코미디,청소년관람불가,상업영화,일반영화,78분 52초,레오 페펄드,에이미 마티시오,사라 린드,,,
1,운전면허학원 여교사,모리 신이치,(주)도키엔터테인먼트,2018-03-15,일본,성인물(에로),청소년관람불가,상업영화,일반영화,61분 31초,,,,,,
1,운명의 시작 - 야쿠자의 여자,후지와라 켄이치,(주)예당씨앤에스,2016-01-15,일본,성인물(에로),청소년관람불가,상업영화,일반영화,83분 6초,요시자와 아키호,,,,,
1,우주전쟁 : 화성을 지켜라,마크 앳킨스,스크린조이,2016-04-07,미국,SF,15세이상관람가,상업영화,일반영화,93분 32초,안토니오 사바토 주니어,트레이시 로즈,,,,
1,우주 전쟁 : 지구대침공,썬더 레빈,(주)케이알씨지,2016-01-28,미국,액션,12세이상관람가,상업영화,일반영화,87분 16초,아드리안 폴,리차드 그리에코,,,,
1,우연히 만난 내 소꿉친구,카츠라기 히로후미,(주)플라이어,2016-08-18,일본,성인물(에로),청소년관람불가,상업영화,일반영화,90분 54초,아리무라 치카,무탄,,,,
1,우리 지금 할래 무삭제판,박범수,(주)케이알씨지,2017-06-13,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,63분 20초,,,,,,
1,용주골-무삭제판,최우성,에이라인,2016-02-16,한국,드라마,청소년관람불가,상업영화,일반영화,107분 33초,민도윤,이채담,진서현,,,
1,욕정의 훔쳐보기,하세가와 쿠니히로,(주)도키엔터테인먼트,2015-10-21,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 0초,시라토리 루리,,,,,
1,욕정의 기모노 정사,쿠보데라 카즈토,(주)도키엔터테인먼트,2015-11-18,일본,성인물(에로),청소년관람불가,상업영화,일반영화,63분 25초,미즈모토 유나,,,,,
1,욕정 터진 도우미들,하마노 사치,(주)도키엔터테인먼트,2016-12-08,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 10초,사키모토 하루카,,,,,
1,욕정 가정부의 엉덩이,타케호라 테츠야,(주)도키엔터테인먼트,2017-10-02,일본,성인물(에로),청소년관람불가,상업영화,일반영화,61분 17초,,,,,,
1,욕망의 젊은 도우미,쿠도 마사노리,(주)아컴스튜디오,2016-03-28,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 23초,호시노 아카리,사야마 아이,사카이 아즈사,,,
1,욕구불만녀:많이 쌓였어요,토미 타로,(주)영진크리에이티브,2018-01-19,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,58분 31초,,,,,,
1,욕구불만 유부녀의 장난감,M.카사하라,(주)영진크리에이티브,2017-01-20,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,51분 54초,이케타니 사나에,,,,,
1,요즘 신혼녀의 유행은,요시유키 유미,(주)도키엔터테인먼트,2016-07-13,일본,성인물(에로),청소년관람불가,상업영화,일반영화,57분 3초,하즈키 노조미,,,,,
1,요정 미인관,에로핑,(주)씨맥스커뮤니케이션즈,2017-11-14,한국,드라마,청소년관람불가,상업영화,일반영화,100분 40초,한가희,노세기(프로듀싱),에로핑(각본),,,
1,요염한 게이샤의 접대,카와사키 군지,(주)도키엔터테인먼트,2017-08-17,일본,성인물(에로),청소년관람불가,상업영화,일반영화,57분 23초,,,,,,
1,외출 무삭제,기대호,(주)영화사 사계절,2015-09-09,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,84분 27초,정서윤,,,,,
1,외출 2 무삭제,곽영근,(주)영화사가을,2018-03-20,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,81분 5초,,,,,,
1,외인부대 : 암살자들,크리스토퍼 레이,(주)케이알씨지,2016-03-31,미국,액션,15세이상관람가,상업영화,일반영화,89분 0초,브리지트 닐슨,비비카 A. 폭스,조 벨,,,
1,외숙모: 내 여자가 되는 날,나가에 타카미,(주)영진크리에이티브,2017-05-26,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,54분 7초,이츠키 카린,,,,,
1,외로운 커리어우먼,나쿠루 하라다,(주)영진크리에이티브,2017-05-26,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,57분 22초,호조 마키,,,,,
1,외로운 미망인:시아버지와 도련님,야노 티카라,(주)영진크리에이티브,2018-01-26,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,60분 52초,,,,,,
1,외도(무삭제판),최우성,㈜리필름,2016-09-22,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,86분 57초,이은미,아리,,,,
1,외계녀의 황홀한 서비스,우다가와 다이고,(주)영진크리에이티브,2017-02-08,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,73분 39초,,,,,,
1,왜곡:저주받은 공간,다이치로 나츠메,(주)영진크리에이티브,2017-09-20,일본,공포(호러),청소년관람불가,상업영화,일반영화,92분 10초,이츠키 사가라,,,,,
1,왕창 터진 거유미망인,아라키 타로,(주)도키엔터테인먼트,2017-02-02,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 44초,아이다 나나,,,,,
1,왕을 참하라 무삭제판,김재수,(주)영화사 조은,2018-03-21,한국,드라마,청소년관람불가,상업영화,일반영화,125분 57초,강연정,강윤,추석영,,,
1,왕가슴 새엄마의 유혹,슈우키,(주)도키엔터테인먼트,2017-05-11,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 57초,,,,,,
1,완숙 엄마: 아버지의 여자 (무삭제),기타노 헤지메,(주)소나무픽쳐스,2017-05-10,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,69분 1초,미즈키 나오,,,,,
1,완숙 엄마: 아버지의 여자,기타노 헤지메,(주)소나무픽쳐스,2017-02-28,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,57분 59초,미즈키 나오,,,,,
1,완숙 엄마: 아들의 고백 (무삭제),스즈키 마사하루,(주)소나무픽쳐스,2017-07-14,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,68분 56초,,,,,,
1,완숙 엄마: 아들의 고백,스즈키 마사하루,(주)소나무픽쳐스,2017-03-29,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,56분 41초,,,,,,
1,완벽한 여비서,타카오카 주이치,(주)에스와이미디어,2017-11-17,일본,성인물(에로),청소년관람불가,상업영화,일반영화,73분 39초,,,,,,
1,완벽한 섹스의 맛-무삭제판,이민,(주)케이알씨지,2018-05-08,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,67분 22초,,,,,,
1,와일드라이크,프랭크 홀 그린,(주)나우콘텐츠,2016-10-27,미국,드라마,15세이상관람가,상업영화,일반영화,104분 7초,브루스 그린우드(바트),엘라 퍼넬,,,,
1,올 아메리칸: 비키니 카워시,님로드 잘마노아이즈,(주)픽쳐레스크,2015-08-20,미국,코미디,청소년관람불가,상업영화,일반영화,95분 17초,잭 컬리슨(잭),제이슨 록하트(벡스),케일라 콜린스(켈리),,,
1,온천탕 스와핑 부부,드래곤 니시카와,(주)도키엔터테인먼트,2017-10-12,일본,성인물(에로),청소년관람불가,상업영화,일반영화,56분 0초,,,,,,
1,온천여관의 여인들,카와사키 군지,(주)도키엔터테인먼트,2017-08-17,일본,성인물(에로),청소년관람불가,상업영화,일반영화,54분 24초,,,,,,
1,온리 포 유,캣 코이로,페어팍스인터내셔날(주),2014-05-22,미국,멜로/로맨스,15세이상관람가,상업영화,일반영화,91분 25초,저스틴 롱,에반 레이첼 우드,시에나 밀러,,,
1,오후 2시 : 아내가 사라진다,긴다이치 코고로,(주)플라이어,2017-06-13,일본,드라마,청소년관람불가,상업영화,일반영화,62분 12초,나카자토 미호,,,,,
1,오피스 와이프,오자키 히로코우지,(주)플라이어,2017-05-26,일본,드라마,청소년관람불가,상업영화,일반영화,60분 3초,카노 하나,,,,,
1,오픈 그레이브,곤잘로 로페즈 갈레고,(주)나우콘텐츠,2016-05-26,미국,공포(호러),청소년관람불가,상업영화,일반영화,99분 0초,샬토 코플리(존),조셉 모건(나단),,,,
1,오퍼레이터,"아마리아 올슨,오빈 올슨",브릿지웍스 엔터테인먼트(주),2015-11-19,미국,범죄,15세이상관람가,상업영화,일반영화,87분 0초,루크 고스,미샤 바튼,,,,
1,오오바 유이의 고민상담,긴다이치 코고로,(주)플라이어,2016-12-07,일본,성인물(에로),청소년관람불가,상업영화,일반영화,71분 12초,오오바 유이,,,,,
1,오사마 좀비,존 라이드,(주)이놀미디어,2015-08-20,미국,액션,청소년관람불가,상업영화,일반영화,94분 11초,이브 마우로,코리 세비어,,,,
1,오빠와 사랑하는 밤,야마가미 카오루,(주)도키엔터테인먼트,2016-12-15,일본,성인물(에로),청소년관람불가,상업영화,일반영화,63분 5초,아베노 미쿠,,,,,
1,오빠에게만 보여주려고,요시유키 유미,(주)도키엔터테인먼트,2017-05-04,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 55초,,,,,,
1,오르가즘이 좋아서 - 아줌마,이시노 쇼세이,(주)도키엔터테인먼트,2016-01-06,일본,성인물(에로),청소년관람불가,상업영화,일반영화,61분 24초,마키노 하루카,,,,,
1,오르가즘 마사지,키무라 켄지,(주)도키엔터테인먼트,2017-09-26,일본,성인물(에로),청소년관람불가,상업영화,일반영화,62분 3초,,,,,,
1,오렌지 소파의 스와핑,요시유키 유미,(주)도키엔터테인먼트,2018-02-08,일본,성인물(에로),청소년관람불가,상업영화,일반영화,64분 52초,,,,,,
1,오두막 살인사건,게리 존스,(주)케이알씨지,2016-03-17,미국,판타지,청소년관람불가,상업영화,일반영화,89분 5초,조 에스테베즈,,,,,
1,오늘밤은 녹여줄께-불륜,이시카와 킨,(주)도키엔터테인먼트,2015-08-05,일본,성인물(에로),청소년관람불가,상업영화,일반영화,63분 40초,츠카모토 유키,아오야마 에리나,,,,
1,예쁜 형수 무삭제판,최강호,(주)영화사가을,2017-07-27,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,77분 12초,,,,,,
1,예쁜 형수,최강호,(주)영화사가을,2017-06-01,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,64분 58초,,,,,,
1,예쁜 친척누나 꼬시기,후지모리 켄타,(주)도키엔터테인먼트,2018-06-01,일본,성인물(에로),청소년관람불가,상업영화,일반영화,61분 42초,,,,,,
1,예쁜 여자가 섹스도 잘해,하지메 쇼우리,(주)영진크리에이티브,2015-12-27,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,73분 37초,키우치 아키라,네모토 하루미,,,,
1,옆집새댁 다른남자와 2,긴다이치 코고로,(주)플라이어,2017-05-24,일본,드라마,청소년관람불가,상업영화,일반영화,69분 25초,카미하타 이치카(이치카),,,,,
1,옆집새댁,나카메구로 코우지,(주)플라이어,2017-02-22,일본,드라마,청소년관람불가,상업영화,일반영화,61분 23초,하마사키 마오,,,,,
1,옆집남자: 내 아내를 탐하다,히나코,(주)영진크리에이티브,2017-05-17,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,51분 51초,키리구치 리나,,,,,
1,옆집 유부녀의 가슴,타카하시 카즈히코,(주)도키엔터테인먼트,2017-06-22,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 50초,,,,,,
1,옆집 유부녀 - 은밀한 유혹,쿠보데라 카즈토,(주)도키엔터테인먼트,2015-10-12,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,63분 0초,츠카모토 유키,아라이 마도카,,,,
1,옆집 여자:처음엔 거부 나중엔 신음2,토미 타로,(주)영진크리에이티브,2018-03-28,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,54분 33초,,,,,,
1,옆집 여자: 처음엔 거부 나증엔 신음,나가에 타카미,(주)영진크리에이티브,2017-01-06,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,51분 0초,타케우치 사리나,,,,,
1,옆집 미인 사모님과 함께-무삭제판-,카리노나 마이,(주)도키엔터테인먼트,2017-07-20,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 52초,,,,,,
1,영화관에서 당하는 여자들,카와사키 군지,(주)도키엔터테인먼트,2018-01-18,일본,성인물(에로),청소년관람불가,상업영화,일반영화,63분 29초,,,,,,
1,영주의 애인,그레니오 봉데,(주)누리픽쳐스,2014-04-17,프랑스,드라마,청소년관람불가,상업영화,일반영화,104분 38초,조나단 리스 마이어스,나탈리아 보디아노바,에드 스토파드,,,
1,영업사원: 5시부터 2차영업,코보,(주)영진크리에이티브,2016-10-21,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,52분 33초,아사히나 아카리,야마가타 켄,,,,
1,연하남과 러브호텔,마루시게 쥰,(주)도키엔터테인먼트,2018-01-11,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 31초,,,,,,
1,연하남 마사지사와의 비밀,사토 오사무,(주)도키엔터테인먼트,2016-11-17,일본,성인물(에로),청소년관람불가,상업영화,일반영화,61분 29초,코모리 아이,,,,,
1,연예인 닮은 처제,모리 신이치,(주)도키엔터테인먼트,2017-12-14,일본,성인물(에로),청소년관람불가,상업영화,일반영화,59분 19초,,,,,,
1,연애사슬,최석원,(주)씨맥스커뮤니케이션즈,2018-02-28,한국,성인물(에로),청소년관람불가,상업영화,일반영화,60분 9초,백슬비(윤서),채린(주나),,,,
1,연애사기:알몸으로 말해요,곤노 하지메,(주)영진크리에이티브,2016-01-31,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,65분 23초,아자키 시나,마미야 히토시,,,,
1,연상녀들 : 내가 가르쳐 줄게 무삭제,이리단,(주)영화사가을,2018-02-23,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,91분 8초,,,,,,
1,연변 아가씨의 맛섹사-무삭제판,이민,(주)케이알씨지,2018-03-14,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,69분 19초,,,,,,
1,여형사의 은밀한 수사,토시유키 카키바라,(주)영진크리에이티브,2017-01-11,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,72분 8초,사토미 유리아,,,,,
1,여친엄마: 나의 섹스 선생님,오데라 슌고,(주)영진크리에이티브,2017-05-04,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,51분 28초,,,,,,
1,여친과 여친동생 - 돌려막기,오데라 슌고,(주)도키엔터테인먼트,2015-09-16,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 7초,카토 레이나,,,,,
1,여친 엄마 무삭제,이리단,(주)영화사 사계절,2017-10-17,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,90분 5초,강한나,,,,,
1,여직원의 진공흡입,오데라 슌고,(주)영진크리에이티브,2016-09-21,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,59분 16초,아오야마 하루카,,,,,
1,여직원의 맛,최우성,㈜리필름,2018-05-28,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,80분 0초,,,,,,
1,여직원들 사무실 교환섹스,윤채아,에이원 미디어,2017-09-12,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,59분 43초,김형경,최우석,조병철,,,
1,여직원들 : 직장연애사 무삭제판,명석환,(주)영화사 사계절,2017-02-21,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,102분 38초,주예빈,백세리,,,,
1,여직원들 : 2대2 섹스,이상민,(주)영화사가을,2018-06-12,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,61분 12초,미즈미 사키,,,,,
1,여직원:그녀의 섹스영업,코보,(주)영진크리에이티브,2018-04-18,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,52분 30초,,,,,,
1,여직원 오일마사지,마사 아다쿠,(주)도키엔터테인먼트,2017-06-01,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,61분 12초,,,,,,
1,여작가와 편집장,긴 류지,(주)도키엔터테인먼트,2018-01-04,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,64분 47초,,,,,,
1,여자화장실의 야릇한 밀실,나카야마 다이스케,(주)도키엔터테인먼트,2017-02-02,일본,성인물(에로),청소년관람불가,상업영화,일반영화,59분 38초,유메 카나,,,,,
1,여자이고 싶은 새엄마,시온 미키오,(주)도키엔터테인먼트,2017-08-10,일본,성인물(에로),청소년관람불가,상업영화,일반영화,54분 58초,,,,,,
1,여자의 무기 - 야쿠자의 여자,카이하라 쿠리스 료,(주)예당씨앤에스,2016-01-16,일본,성인물(에로),청소년관람불가,상업영화,일반영화,70분 15초,요시자와 아키호,,,,,
1,여자들 : 섹스의 만족도 무삭제,김부곤,(주)영화사가을,2018-03-20,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,82분 50초,,,,,,
1,여자교환섹스 무삭제판,크리센진,(주)영진크리에이티브,2017-05-08,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,70분 35초,,,,,,
1,여자교환섹스,크리센진,(주)영진크리에이티브,2016-11-18,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,60분 8초,나카모리 레이코,,,,,
1,여자가 된 불륜녀,타카사카 미타카,(주)도키엔터테인먼트,2017-12-07,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 27초,,,,,,
1,여자 하숙집 무삭제,이리단,(주)영화사 사계절,2017-10-17,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,94분 12초,한가희,,,,,
1,여자 아나운서의 속살,존 류지,(주)도키엔터테인먼트,2018-01-04,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,64분 50초,,,,,,
1,여자 보험왕 : 그녀의 영업비밀 무삭제,곽영근,(주)영화사 사계절,2018-01-16,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,84분 5초,오주하,,,,,
1,여인의 숙명 - 야쿠자의 여자,카이하라 쿠리스 료,(주)예당씨앤에스,2016-01-16,일본,성인물(에로),청소년관람불가,상업영화,일반영화,70분 40초,요시자와 아키호,,,,,
1,여의사의 은밀한 치료,"윤채아,유남선",에이원 미디어,2017-09-12,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,60분 35초,김형경,최우석,조병철,,,
1,여의사의 속옷파티,사나다 키요시,(주)도키엔터테인먼트,2017-08-24,일본,성인물(에로),청소년관람불가,상업영화,일반영화,60분 2초,,,,,,
1,여의사의 섹스치료,츠네모토 타쿠아키,(주)영진크리에이티브,2016-09-10,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,74분 59초,초소가베 요코,,,,,
1,여의사의 맛있는 진료,카츠 리이치,(주)영화사 사계절,2015-07-30,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,73분 0초,카가미 레이코,요시모토 미야비,,,,
1,여성전용 뷰티샵,오무라 키요시,(주)도키엔터테인먼트,2017-12-01,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,60분 3초,,,,,,
1,여선생 무삭제,김대성,(주)영화사히트,2017-11-20,한국,성인물(에로),청소년관람불가,상업영화,일반영화,90분 16초,,,,,,
1,여상사의 남자직원 사냥,네지메 지로,(주)영진크리에이티브,2016-09-23,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,53분 51초,,,,,,
1,여사진작가와 남자모델,슈우키,(주)도키엔터테인먼트,2016-06-22,일본,성인물(에로),청소년관람불가,상업영화,일반영화,61분 20초,코이케 에미코,,,,,
1,여사원과 러브호텔,후지타 켄지,(주)도키엔터테인먼트,2017-03-01,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,56분 1초,,,,,,
1,여비서 : 흥분되는 사무실 섹스,쿠도 마사노리,(주)영화사 사계절,2015-09-13,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,60분 55초,호시노 아카리,,,,,
1,여변호사 - 굴욕법정,카타오카 슈지,(주)도키엔터테인먼트,2016-04-13,일본,성인물(에로),청소년관람불가,상업영화,일반영화,58분 36초,카와나 마이,,,,,
1,여배우의 정사,마츠오카 다이히코,(주)아이브픽쳐스,2017-04-05,일본,기타,청소년관람불가,상업영화,일반영화,60분 7초,,,,,,
