y,title,director,dist,date,country,genre,grade,type2,type3,time,main1,main2,main3,b_screen,b_play,b_count,month,first_count
1373873,폼페이: 최후의 날,폴 W.S. 앤더슨,롯데쇼핑㈜롯데엔터테인먼트,2014-02-20,미국,액션,15세이상관람가,상업영화,일반영화,104분 20초,킷 해링턴,에밀리 브라우닝,키퍼 서덜랜드,9,12,2529,2,76924
1362114,퓨리,데이비드 에이어,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-11-20,미국,액션,15세이상관람가,상업영화,일반영화,134분 27초,브래드 피트,로건 레먼,샤이아 라보프,10,17,4817,11,74695
1338411,신들의 전쟁,타셈 싱,(주)넥스트엔터테인먼트월드(NEW),2011-11-10,미국,드라마,청소년관람불가,상업영화,일반영화,110분 0초,미키 루크,헨리 카빌,프리다 핀토,384,985,33542,11,86454
1328394,굿 다이노,피터 손,월트디즈니컴퍼니코리아(주),2016-01-07,미국,애니메이션,전체관람가,상업영화,일반영화,100분 37초,NA,NA,NA,3,5,1270,1,74492
1311190,가디언즈 오브 갤럭시,제임스 건,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-07-31,미국,액션,12세이상관람가,상업영화,일반영화,120분 42초,크리스 프랫,조 샐다나,데이브 바티스타,2,3,1005,7,121866
1307226,에이리언: 커버넌트,리들리 스콧,이십세기폭스코리아(주),2017-05-09,미국,SF,15세이상관람가,상업영화,일반영화,121분 55초,마이클 패스벤더,캐서린 워터스턴,제임스 프랭코,2,7,1843,5,279185
1277301,소스 코드,던칸 존스,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-05-04,미국,액션,12세이상관람가,상업영화,일반영화,93분 0초,미셸 모나한,제이크 질렌할,베라 파미가,28,48,10343,5,62694
1251737,오션스8,게리 로스,워너브러더스 코리아(주),2018-06-13,미국,액션,12세이상관람가,상업영화,일반영화,110분 2초,산드라 블록,케이트 블란쳇,앤 해서웨이,9,18,4731,6,195523
1231024,메리다와 마법의 숲,"마크 앤드류스,브렌다 채프먼",한국소니픽쳐스릴리징브에나비스타영화㈜,2012-09-27,미국,애니메이션,전체관람가,상업영화,일반영화,102분 0초,켈리 맥도날드,빌리 코놀리,엠마 톰슨,13,38,5504,9,9784
1219637,토탈 리콜,렌 와이즈먼,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-08-15,미국,SF,15세이상관람가,상업영화,일반영화,118분 0초,콜린 파렐,케이트 베킨세일,제시카 비엘,14,49,7450,8,250229
1207732,엘리시움,닐 블롬캠프,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-08-29,미국,SF,청소년관람불가,상업영화,일반영화,109분 24초,맷 데이먼,조디 포스터,샬토 코플리,9,13,2546,8,132038
1169839,웜 바디스,조나단 레빈,씨제이이앤엠(주),2013-03-14,미국,멜로/로맨스,15세이상관람가,상업영화,일반영화,97분 0초,니콜라스 홀트,테레사 팔머,존 말코비치,9,10,3332,3,77239
1163120,워크래프트: 전쟁의 서막,던칸 존스,유니버설픽쳐스인터내셔널 코리아(유),2016-06-09,미국,액션,12세이상관람가,상업영화,일반영화,122분 57초,트래비스 핌멜,벤 포스터,폴라 패튼,3,6,2181,6,114226
1157472,스타트렉 비욘드,저스틴 린,롯데쇼핑㈜롯데엔터테인먼트,2016-08-17,미국,액션,12세이상관람가,상업영화,일반영화,122분 14초,크리스 파인,사이먼 페그,조 샐다나,10,27,7950,8,83066
1149628,잃어버린 세계를 찾아서 2: 신비의 섬,브래드 페이튼,워너브러더스 코리아(주),2012-01-19,미국,액션,전체관람가,상업영화,일반영화,94분 0초,드웨인 존슨,마이클 케인,조쉬 허처슨,1,1,2,1,46776
1125739,헝거게임: 캣칭 파이어,프란시스 로렌스,롯데쇼핑㈜롯데엔터테인먼트,2013-11-21,미국,판타지,15세이상관람가,상업영화,일반영화,146분 2초,제니퍼 로렌스,조쉬 허처슨,리암 헴스워스,10,13,2845,11,74320
1111158,라이트 아웃,데이비드 F. 샌드버그,워너브러더스 코리아(주),2016-08-24,미국,공포(호러),15세이상관람가,상업영화,일반영화,80분 49초,테레사 팔머,알리시아 벨라 베일리,가브리엘 베이트먼,222,561,12545,8,57997
1101678,박물관이 살아있다 : 비밀의 무덤,숀 레비,이십세기폭스코리아(주),2015-01-14,미국,어드벤처,전체관람가,상업영화,일반영화,97분 40초,벤 스틸러,로빈 윌리엄스,댄 스티븐스,8,20,4295,1,51438
